name,year
Honda Jazz VX,2016
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013
Maruti Swift AMT VVT VXI,2019
Toyota Etios VX,2017
Maruti Swift AMT ZXI,2018
Hyundai Grand i10 1.2 CRDi Sportz,2017
BMW X4 M Sport X xDrive20d,2019
BMW X4 M Sport X xDrive20d,2019
Honda Amaze V CVT Petrol BSIV,2019
Skoda Rapid 1.6 MPI AT Elegance,2016
Volvo V40 D3 R-Design,2018
Hyundai Xcent 1.1 CRDi S,2016
Tata New Safari DICOR 2.2 EX 4x2,2011
Maruti Alto 800 LXI Anniversary Edition,2014
Maruti Swift VDI,2011
Mahindra KUV 100 mFALCON D75 K6,2016
Renault Lodgy Stepway 85PS RXZ 8S,2017
Ford EcoSport 1.5 Diesel Titanium BSIV,2018
Maruti Swift VDI,2013
Maruti Alto 800 LXI,2020
Mahindra KUV 100 mFALCON G80 K8 5str AW,2017
Chevrolet Enjoy TCDi LTZ 7 Seater,2013
Hyundai Sonata 2.4L AT,2008
Renault KWID RXT,2016
Maruti Swift Dzire VDi,2010
Maruti Wagon R LXI Minor,2008
Maruti Vitara Brezza ZDi Plus,2016
Maruti Ertiga VDI,2014
Toyota Innova Crysta 2.4 VX MT 8S BSIV,2018
Maruti S-Cross 2017-2020 Delta DDiS 200 SH,2018
Hyundai EON Magna Plus,2013
Maruti Swift VDI Optional,2017
Honda Amaze VX i-DTEC,2013
Tata Indica Vista Aura 1.2 Safire (ABS) 90hp BS IV,2010
Chevrolet Beat Diesel LS,2013
Honda Amaze S CVT i-VTEC,2018
Maruti Ritz VDi,2014
Toyota Corolla Altis D-4D G,2015
Toyota Innova 2.5 V Diesel 7-seater,2011
Honda Mobilio RS i DTEC,2015
Toyota Corolla Altis D-4D J,2015
Hyundai i10 Magna 1.1L,2010
Ford EcoSport 1.5 Diesel Trend Plus BSIV,2019
Tata Manza Aura (ABS) Quadrajet BS IV,2011
Hyundai i20 1.2 Asta Option,2017
Toyota Corolla H2,2008
Maruti Alto 800 LXI,2016
Tata Indigo CR4,2011
Maruti Swift Dzire VDI,2014
Fiat Punto 1.3 Emotion,2009
Maruti Vitara Brezza VDi,2018
Tata Safari Storme VX,2016
Honda City 1.3 EXI,2004
Skoda Fabia 1.2 MPI Ambition,2011
Tata Venture LX 7 Str,2013
Hyundai i20 2015-2017 Sportz 1.4 CRDi,2017
Hyundai i20 1.4 Sportz,2017
BMW 5 Series 525d,2010
Maruti Alto K10 2010-2014 VXI,2010
Force One SX ABS 7 Seating,2014
Skoda Rapid 1.6 TDI Ambition Plus,2013
Maruti Swift Dzire VDI,2018
Maruti Swift Dzire AMT ZDI,2016
Tata Nano XTA,2016
Tata Indica V2 eLX,2014
Chevrolet Sail Hatchback Diesel,2013
Tata Indigo CS LX (TDI) BS III,2008
Maruti Swift Dzire VDI,2014
Mahindra XUV500 W10 2WD,2015
Chevrolet Spark 1.0 LS,2008
Maruti Ignis 1.2 Delta BSIV,2019
Mahindra XUV500 W10 2WD,2017
Ford Fiesta 1.6 SXI ABS Duratec,2011
Mahindra XUV500 W6 2WD,2017
Skoda Fabia 1.2 MPI Ambition Plus,2012
Ford Ecosport 1.5 Diesel Titanium,2019
Ford Figo Diesel EXI,2012
Ford Endeavour 2.5L 4X2 MT,2004
BMW 5 Series 520d,2008
Maruti Baleno Delta 1.3,2017
Maruti Swift VVT VXI,2017
Skoda Rapid 1.6 MPI Active BSIV,2016
Maruti Wagon R VXI,2018
Maruti Alto 800 LX Optional,2017
Chevrolet Spark 1.0 LT,2011
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2019
Ford Figo Diesel ZXI,2011
Maruti Swift Dzire VXi,2012
Maruti 800 Uniq,2010
Maruti Swift Dzire VXI,2014
Tata Tiago XT,2018
Mahindra Bolero 2011-2019 SLX,2014
Maruti Swift VDI,2012
Maruti Alto LXi,2008
Hyundai EON Era Plus,2014
Maruti Alto LXi,2011
Maruti Alto LXi,2010
Honda City 2017-2020 VTEC,2006
Mahindra Bolero Power Plus SLX,2018
Hyundai Elite i20 Asta Option BSIV,2019
Mahindra Bolero 2011-2019 SLX,2019
Mahindra Scorpio M2DI,2011
Maruti Alto LX,2012
Mahindra Bolero 2011-2019 SLX 2WD BSIII,2016
Maruti Alto LXi,2010
Hyundai i20 Asta 1.4 CRDi,2012
Toyota Etios Liva GD,2013
Maruti 800 Std BSIII,2002
Tata Manza Aura (ABS) Quadrajet BS IV,2012
Maruti Celerio ZXI Optional,2017
Maruti Omni CNG,2000
Maruti Vitara Brezza ZDi Plus Dual Tone,2016
Hyundai i20 1.4 CRDi Asta,2011
Maruti Vitara Brezza ZDi Plus Dual Tone,2016
Maruti Alto 800 LXI,2013
Hyundai i20 1.4 Asta (AT),2009
Maruti Swift Ldi BSIII,2008
Mercedes-Benz E-Class E250 CDI Avantgrade,2014
Toyota Fortuner 4x2 AT,2015
Hyundai Grand i10 Sportz,2017
Mahindra XUV500 W10 2WD,2015
Honda WR-V i-VTEC S,2017
Jeep Compass 2.0 Limited Option,2017
Honda Brio V MT,2012
Ford Ecosport 1.5 DV5 MT Titanium Optional,2017
Hyundai i20 Sportz 1.2,2014
Maruti Swift VDI,2018
Audi A6 35 TFSI Matrix,2019
Audi A6 35 TFSI Matrix,2019
Audi A6 35 TFSI Matrix,2019
Toyota Fortuner 3.0 Diesel,2010
Toyota Qualis GS C1,2004
Mahindra XUV500 W8 4WD,2015
Maruti Baleno Alpha Automatic,2018
Maruti Swift VDI BSIV,2015
Maruti Baleno Sigma 1.2,2017
Maruti Swift Dzire VXI,2015
Maruti Alto K10 2010-2014 VXI,2011
Maruti Swift Dzire ZDI,2013
Skoda Rapid 1.6 MPI AT Elegance,2013
Tata Tigor 1.2 Revotron XT,2018
Renault Triber RXT BSIV,2019
Maruti Vitara Brezza VDi Option,2016
Hyundai i20 1.2 Asta Option,2017
Tata Nexon 1.2 Revotron XZ Plus,2018
Maruti Alto K10 2010-2014 VXI,2014
Honda Jazz 1.2 V i VTEC,2016
Mahindra Bolero SLX,2011
Tata Sumo CX 9 Seater,2008
Mahindra Bolero SLX,2007
Volkswagen Vento 1.5 TDI Comfortline,2015
Ambassador Grand 1500 DSZ BSIII,2008
Hyundai i10 Magna 1.1L,2009
Maruti Alto LX,2007
Maruti Swift LDI BSIV,2014
Maruti Swift VDI BSIV,2009
Hyundai Verna Transform SX VGT CRDi,2011
Maruti Alto LXi,2007
Hyundai Verna 1.6 CRDi S,2015
Toyota Fortuner 3.0 Diesel,2010
Maruti Swift Dzire VDI,2019
Mahindra XUV500 W10 2WD,2015
Chevrolet Spark 1.0 LS,2008
Maruti Ignis 1.2 Delta BSIV,2019
Maruti SX4 Zxi BSIII,2010
Maruti 800 AC,2009
Hyundai Grand i10 Asta Option,2017
Maruti Alto LXi,2007
Mahindra Scorpio Intelli Hybrid S6 Plus,2017
Toyota Innova 2.5 VX (Diesel) 7 Seater,2015
Maruti Baleno RS 1.0 Petrol,2018
Hyundai i20 Magna Optional 1.2,2012
Toyota Innova 2.5 VX (Diesel) 8 Seater,2013
Mahindra Logan Petrol 1.4 GLE,2010
Maruti Ciaz VDi Option SHVS,2016
Toyota Qualis FS B3,2002
Honda Accord 2.4 MT,2010
Honda Mobilio S i DTEC,2015
Honda City 2017-2020 GXi,2007
Maruti Ignis 1.2 Delta BSIV,2017
Maruti Baleno Delta Automatic,2019
Maruti Vitara Brezza VDi,2020
Fiat Palio 1.2,2006
Tata Tiago 1.2 Revotron XE,2019
Honda City 1.3 EXI,2005
Tata Safari DICOR 2.2 EX 4x2,2012
Maruti Swift ZXI BSIII,2006
Maruti Ertiga ZDI,2013
Maruti Eeco 5 Seater AC BSIV,2016
Hyundai i20 Sportz Option 1.2,2014
Tata Indica V2 DLS TC,2004
Maruti Swift Dzire VXI,2014
Maruti Ertiga SHVS ZDI Plus,2017
Maruti Celerio ZDi,2015
Maruti Ritz VDi,2010
Maruti Zen LXI,2002
Maruti Ertiga SHVS ZDI Plus,2016
Volvo S60 D4 SUMMUM,2014
Maruti Wagon R VXI Plus,2018
Maruti Zen LXI,2004
Tata Zest Revotron 1.2 XT,2016
Tata Indigo LX,2012
Maruti Wagon R LXI,2006
Renault Lodgy 85PS RxE 7 Seater,2015
Mahindra Scorpio VLX 2WD AIRBAG BSIV,2012
Maruti Baleno Delta 1.3,2017
Maruti SX4 Vxi BSIII,2008
Maruti Swift LXI Option,2018
Maruti Vitara Brezza ZDi,2017
Mahindra Bolero SLX 4WD BSIII,2011
Nissan Terrano XV Premium 110 PS,2014
Maruti Wagon R LXI CNG,2016
Maruti Alto K10 LXI,2018
Mahindra XUV500 W10 AWD,2019
Maruti Swift AMT ZXI BSIV,2018
Maruti Wagon R AMT VXI,2017
Tata Nexon 1.2 Revotron XE,2018
Hyundai Verna 1.6 CRDi SX,2015
Mahindra Thar CRDe ABS,2019
Maruti Wagon R AMT VXI,2018
Maruti Ertiga VDI,2015
Hyundai Creta 1.4 EX Diesel,2020
Ford EcoSport 1.5 TDCi Titanium BSIV,2015
Ford Figo 1.2P Ambiente MT,2017
Maruti Zen Estilo 1.1 VXI BSIII,2007
Maruti Celerio ZXI Optional,2017
Hyundai Grand i10 Magna,2016
Maruti Vitara Brezza ZDi Plus Dual Tone,2018
Hyundai Verna 1.6 VTVT,2013
Toyota Etios VX,2011
Maruti Ignis Zeta AMT,2020
Maruti A-Star Vxi,2009
Maruti Zen Estilo VXI BSIII,2007
Maruti 800 AC BSIII,2004
Maruti Eeco CNG 5 Seater AC BSIV,2012
Hyundai EON 1.0 Era Plus,2018
Honda City 2017-2020 EXi,2007
Toyota Qualis FS F7,2000
Maruti Swift Dzire VXi,2010
Mahindra XUV500 W8 4WD,2013
Mahindra XUV300 W8,2019
Maruti Wagon R LXI Minor,2009
Maruti Wagon R VXI BS IV,2012
Maruti Ritz LXI,2011
Maruti Swift VXI,2012
Hyundai Verna 1.6 SX CRDi (O),2012
Volkswagen Polo 1.0 MPI Trendline BSIV,2019
Maruti Eeco 5 Seater AC BSIV,2017
Ford Figo 1.5D Titanium MT,2017
Hyundai i20 1.4 CRDi Sportz,2011
Chevrolet Spark 1.0 LT,2011
Honda City 1.5 S MT,2011
Hyundai Accent Executive,2012
Nissan Sunny Diesel XV,2013
Jeep Compass 2.0 Limited,2018
Maruti Baleno Zeta 1.3,2015
Tata Tiago NRG Petrol,2018
Maruti 800 AC,1999
Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,2017
Mahindra Scorpio 2.6 SLX Turbo 7 Seater,2004
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017
Lexus ES 300h,2019
Jaguar XF 2.0 Diesel Portfolio,2017
Tata Safari Storme EX,2015
Volvo XC40 D4 Inscription BSIV,2019
Toyota Camry 2.5 Hybrid,2016
Maruti Wagon R LXI,2013
Maruti Baleno Alpha 1.3,2018
Honda Jazz VX,2016
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013
Maruti Swift AMT VVT VXI,2019
Toyota Etios VX,2017
Maruti Swift AMT ZXI,2018
Hyundai Grand i10 1.2 CRDi Sportz,2017
BMW X4 M Sport X xDrive20d,2019
BMW X4 M Sport X xDrive20d,2019
Honda Amaze V CVT Petrol BSIV,2019
Skoda Rapid 1.6 MPI AT Elegance,2016
Volvo V40 D3 R-Design,2018
Maruti Wagon R Stingray VXI Optional,2017
Maruti Wagon R AMT VXI,2015
Hyundai Santro Xing XG AT eRLX Euro II,2004
Fiat Grande Punto 1.3 Dynamic (Diesel),2011
Mahindra Scorpio M2DI,2011
Maruti Wagon R LX BSIII,2009
Maruti Wagon R VXI BS IV,2015
Maruti Swift Dzire VDI,2017
Mahindra XUV500 W6 2WD,2014
Tata Tigor 1.2 Revotron XZ,2018
Mahindra Bolero 2011-2019 SLX,2015
Honda City 2017-2020 GXi,2006
Mahindra Xylo D2,2011
Honda City 2017-2020 GXi,2006
Hyundai Grand i10 Sportz,2016
Maruti Wagon R LXI Minor,2009
Maruti Swift Dzire VDI,2013
Maruti A-Star Vxi,2009
Tata Tiago 1.2 Revotron XM,2017
Maruti Alto LX,2011
Mahindra Bolero DI,2011
Ford Figo Diesel ZXI,2010
Toyota Fortuner 4x4 MT,2015
Ford EcoSport 1.5 TDCi Titanium Plus BSIV,2015
BMW X1 sDrive20i xLine,2016
Maruti Swift Dzire VDI,2017
Maruti Omni Limited Edition,2013
Datsun GO Plus Anniversary Edition,2018
Hyundai Creta 1.6 CRDi SX Plus,2017
Mahindra KUV 100 G80 K8 Dual Tone,2018
Maruti Wagon R VXI BS IV,2011
Maruti Eeco CNG 5 Seater AC BSIV,2017
Maruti 800 AC,2008
Ford Ecosport 1.5 Diesel Titanium,2016
Hyundai Verna 1.6 SX CRDI (O) AT,2014
Maruti Swift Dzire VDI,2018
Chevrolet Spark 1.0 LT,2011
Maruti Alto LXi,2010
Toyota Etios Liva VXD,2014
Mahindra Bolero 2011-2019 SLX,2013
Maruti 800 AC Uniq,2004
Maruti Zen D,2006
Maruti Alto LX,2005
Honda City 2017-2020 GXi,2006
Maruti Swift Dzire VDI,2017
Maruti Ertiga SHVS ZDI Plus,2017
Hyundai i20 1.4 CRDi Sportz,2011
Hyundai i20 Sportz 1.2,2012
Hyundai Verna Xi (Petrol),2008
Ford Figo Diesel Titanium,2011
Audi Q7 3.0 TDI Quattro,2009
Tata Hexa XTA,2017
Volkswagen Ameo 1.5 TDI Comfortline,2018
Maruti Vitara Brezza LDi Option,2017
Mahindra XUV500 W7 BSIV,2018
Maruti Baleno Delta 1.2,2016
Ford EcoSport 1.5 Diesel Titanium BSIV,2019
Mahindra XUV500 AT W6 2WD,2017
Hyundai EON Era Plus,2017
Maruti Swift Dzire VDI,2014
Maruti Alto K10 VXI AGS Optional,2017
Honda Amaze S i-Dtech,2015
Mitsubishi Lancer 2.0 GLd,2008
Tata Spacio Gold-10/6 Str BSII,2007
Mahindra Bolero SLX,2007
Mahindra Marazzo M2 BSIV,2019
Ford Figo Aspire 1.2 Ti-VCT Trend,2018
Tata Aria Pride,2013
Toyota Innova 2.5 G (Diesel) 8 Seater,2014
Renault Duster 110PS Diesel RxL AMT,2017
Mahindra Scorpio VLS AT 2.2 mHAWK,2010
Honda Amaze S i-Dtech,2013
Hyundai Verna CRDi 1.6 AT SX Option,2019
Mahindra Bolero 2011-2019 ZLX,2012
Tata Indigo CS LS (TDI) BS-III,2014
Volkswagen Polo Diesel Highline 1.2L,2013
Mercedes-Benz New C-Class 200 K AT,2007
Toyota Innova 2.5 VX (Diesel) 8 Seater,2014
Hyundai Grand i10 1.2 CRDi Sportz,2018
Renault Duster 110PS Diesel RxZ,2017
Toyota Innova 2.5 GX (Diesel) 7 Seater,2014
Mahindra Scorpio 2009-2014 SLE 7S BSIII,2009
Toyota Corolla H2,2006
Maruti Zen Estilo LXI Green (CNG),2014
Renault KWID 1.0 RXT Optional,2018
Renault Duster 85PS Diesel RxL,2015
BMW 5 Series 520d Luxury Line,2016
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013
Mahindra TUV 300 T6 Plus,2017
Maruti Wagon R VXI BS IV,2015
Hyundai i20 Active 1.4,2016
Hyundai i20 1.2 Asta,2011
Mahindra Bolero 2011-2019 ZLX BSIII,2013
Tata Nexon 1.2 Revotron XZ Plus,2018
Maruti Swift Dzire VDi,2011
Ford Figo 1.2P Trend MT,2016
Maruti Eeco CNG HTR 5-STR,2014
Maruti Eeco CNG HTR 5-STR,2017
Toyota Innova 2.5 VX (Diesel) 8 Seater,2016
Volkswagen Ameo 1.2 MPI Comfortline,2017
Maruti Swift VDI,2012
Volkswagen Vento Diesel Highline,2012
Hyundai i20 1.4 CRDi Sportz,2012
Hyundai Creta 1.6 CRDi SX Option,2015
Hyundai Accent Executive CNG,2010
Tata Sumo GX,2012
Hyundai i20 Active 1.4 SX,2016
Tata Zest Revotron 1.2T XMS,2015
Volkswagen Polo GT TDI,2012
Mahindra Scorpio S7 120,2019
Ford Figo Diesel Celebration Edition,2013
Chevrolet Beat LT,2010
Maruti Zen Estilo LXI BS IV,2012
Hyundai i20 Active Base Petrol,2015
Tata Nano Cx BSIII,2012
Tata Zest Revotron 1.2T XM,2016
Hyundai i20 Magna 1.2,2014
Maruti Wagon R VXI Optional,2018
Maruti Baleno Delta 1.2,2019
Mahindra KUV 100 G80 K2,2019
Hyundai i10 Magna 1.2 iTech SE,2012
Mahindra Bolero 2011-2019 SLX 2WD BSIII,2014
Tata Tiago 1.2 Revotron XT,2017
Nissan Terrano XL D Option,2018
Mahindra Scorpio 2006-2009 VLX 2WD 7 Str BSIII,2009
Maruti Swift Dzire Ldi BSIV,2012
Hyundai i10 Magna 1.1L,2010
Hyundai i10 Magna,2008
Tata Safari DICOR 2.2 LX 4x2,2014
Toyota Corolla AE,2004
Maruti Ertiga SHVS ZDI Plus,2017
Hyundai Santro Asta BSIV,2018
Maruti Wagon R VXI BS IV,2016
Hyundai Verna CRDi SX,2006
Maruti Alto LXi,2008
Honda Accord VTi-L MT,2006
Tata New Safari 3L Dicor LX 4x2,2007
Maruti Ciaz ZXi,2016
Tata Indigo CR4,2013
Maruti Swift Dzire ZDI Plus,2017
Tata Sumo EX 10/7 Str BSIII,2008
Maruti Omni E MPI STD BS IV,2014
Honda Amaze S i-VTEC,2019
Audi Q5 35TDI Premium Plus,2018
Lexus ES 300h,2019
Jaguar XF 2.0 Diesel Portfolio,2017
Jeep Wrangler 2016-2019 3.6 4X4,2017
Toyota Camry 2.5 Hybrid,2016
Honda Jazz VX,2016
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013
BMW X4 M Sport X xDrive20d,2019
BMW X4 M Sport X xDrive20d,2019
Honda Amaze V CVT Petrol BSIV,2019
Volvo V40 D3 R-Design,2018
Mercedes-Benz E-Class Exclusive E 200 BSIV,2019
Land Rover Discovery Sport TD4 SE,2019
Mercedes-Benz S-Class S 350 CDI,2017
BMW 5 Series 520d Sport Line,2018
Hyundai Venue SX Plus Turbo DCT BSIV,2019
Audi A4 35 TDI Premium Plus,2016
Honda CR-V 2.4L 4WD AT AVN,2017
Maruti Swift VXI,2011
Tata Tigor 1.2 Revotron XE,2019
Maruti Esteem LX - BSIII,2006
Mahindra XUV500 W4,2014
Maruti Baleno Delta,2020
Maruti Ciaz 1.3 Sigma,2018
Maruti Alto LXi,2010
Mahindra KUV 100 mFALCON D75 K8,2017
Toyota Etios GD,2012
Hyundai Verna 1.6 SX,2013
Hyundai i10 Magna,2010
Volkswagen Polo 1.5 TDI Highline,2014
Hyundai i20 2015-2017 Magna 1.4 CRDi,2017
Hyundai Santro Xing GL,2008
Maruti SX4 Green Vxi (CNG),2010
Volkswagen Polo GT TDI,2012
Mahindra Bolero SLX 2WD BSIII,2011
Maruti Swift VDI BSIV,2015
Maruti Swift VDI BSIV,2015
Volkswagen CrossPolo 1.5 TDI,2013
Toyota Fortuner 4x2 AT TRD Sportivo,2014
Maruti Swift Dzire VDi,2012
Maruti Swift Dzire ZDI Plus,2017
Honda Jazz 1.5 V i DTEC,2016
Chevrolet Beat LS,2016
Ford Figo Aspire 1.5 TDCi Titanium,2018
Maruti Wagon R VXI 1.2,2014
Honda Jazz 1.2 VX i VTEC,2016
Tata Tiago 1.2 Revotron XZ WO Alloy,2017
Maruti Swift Dzire VDI,2019
Hyundai i10 Sportz,2013
Hyundai EON Magna Plus,2014
Maruti Swift Dzire VDI,2018
Maruti Alto LXi,2008
Hyundai Santro Sportz BSIV,2018
Tata Safari Storme LX,2014
Tata Tiago 1.2 Revotron XT,2016
Mahindra Bolero 2011-2019 SLX,2013
Maruti Swift VXI Deca,2016
Ford EcoSport 1.5 TDCi Ambiente BSIV,2017
Tata Tiago 1.2 Revotron XM Option,2017
Chevrolet Beat LT,2016
Maruti Swift Dzire VXi,2009
Renault Duster Petrol RXS CVT,2018
Maruti Wagon R VXI Minor,2010
Hyundai Verna 1.6 VTVT S,2017
Renault KWID 1.0 RXT Optional,2019
Honda Amaze S Petrol BSIV,2019
Hyundai i10 Magna 1.1L,2016
Toyota Innova Crysta 2.4 ZX MT BSIV,2016
Honda WR-V i-VTEC VX,2018
Mahindra XUV500 W6 2WD,2015
Mahindra Scorpio 2.6 SLX Turbo 7 Seater,2003
Hyundai Verna CRDi,2007
Hyundai i10 Magna 1.1L,2008
Mahindra XUV500 W9 BSIV,2018
Maruti Swift VXI BSIII W/ ABS,2006
Maruti Alto 800 Base,2015
Toyota Innova Crysta 2.4 VX MT BSIV,2016
Maruti Omni LPG STD BSIV,1991
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2009
Honda City i VTEC VX Option,2015
Maruti Swift VDI BSIV,2014
Maruti SX4 VDI,2012
Hyundai i20 1.4 CRDi Magna,2011
Mahindra Bolero Power Plus SLX,2018
Maruti Eeco 7 Seater Standard BSIV,2011
Tata Indigo CS LS DiCOR,2010
Maruti Swift VDI BSIV,2008
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2019
Hyundai i10 Magna,2012
Mahindra XUV500 W6 2WD,2014
Hyundai Xcent 1.1 CRDi S,2015
Maruti Swift Dzire AMT ZXI Plus,2019
Mahindra Bolero SLX,2007
Maruti Alto K10 2010-2014 VXI,2012
Mahindra Bolero 2011-2019 ZLX,2013
Maruti Gypsy King ST BSIII,2010
Datsun RediGO T Option,2018
Nissan Sunny XL D,2018
Maruti Alto K10 2010-2014 VXI,2011
Maruti Vitara Brezza ZXI Plus AT Dual Tone,2020
Maruti Celerio LXI,2014
Tata Indigo LX,2008
Hyundai Verna Transform VGT CRDi,2010
Honda WR-V i-DTEC S,2017
Mitsubishi Lancer 2.0 GLd,1999
Tata Indigo eCS GLX,2010
Maruti Esteem Lxi,2002
Maruti Ciaz 1.3 Zeta,2018
Volkswagen Ameo 1.2 MPI Comfortline,2016
Renault KWID RXT Optional,2018
Jeep Compass 2.0 Longitude BSIV,2017
Hyundai Verna 1.6 SX CRDi (O),2014
Hyundai Elite i20 Asta Option CVT BSIV,2018
Maruti Ertiga ZDI,2013
Hyundai Verna 1.6 VTVT SX,2015
Hyundai i20 Asta Option 1.4 CRDi,2016
Skoda Octavia L and K 1.9 TDI MT,2005
Renault KWID AMT,2018
Mahindra Xylo D2 BSIV,2014
Hyundai Accent CRDi,2005
Renault Lodgy 85PS RxE,2015
Hyundai i20 Active 1.4 SX,2016
Honda City S,2011
Hyundai Verna Transform SX VGT CRDi,2010
Hyundai Verna 1.6 SX,2014
Volkswagen Vento Diesel Highline,2011
Mahindra Bolero LX Non AC BSIII,2010
Hyundai i20 Petrol CVT Asta,2018
Mahindra Scorpio S10 7 Seater,2015
Maruti Baleno Alpha 1.2,2019
Maruti Alto K10 VXI,2016
Maruti Baleno Alpha,2020
Renault Duster 110PS Diesel RxL,2016
Maruti Swift Dzire VDi,2010
Maruti Baleno Sigma 1.3,2017
Hyundai i20 Active 1.2 SX,2017
Hyundai Verna 1.6 SX CRDi (O),2014
Maruti Swift Dzire VDI,2016
Hyundai Verna Transform VGT CRDi,2010
Tata Tigor 1.2 Revotron XZ Option,2017
Mahindra Jeep CL 500 MDI,1997
Ford Fiesta Diesel Style,2012
Mahindra Scorpio 2.6 Turbo 7 Str,2007
Hyundai i20 Asta 1.4 CRDi (Diesel),2010
Tata Tiago 2019-2020 XZ Plus Diesel,2019
Maruti Swift Dzire VDI,2014
Maruti Alto K10 VXI AGS,2015
Maruti Celerio ZXI Optional,2014
Maruti Ertiga 1.5 ZDI,2014
BMW X1 sDrive20d M Sport,2012
Renault KWID 1.0 RXT AMT Opt,2017
Maruti Swift Dzire VXI,2015
Hyundai i20 1.2 Sportz,2013
Ford Figo 1.2P Ambiente MT,2011
Hyundai Verna SX Opt,2015
Mercedes-Benz New C-Class C 250 CDI Elegance,2011
Hyundai i10 Sportz 1.2,2013
Maruti Baleno Delta 1.2,2017
Hyundai Verna SX,2012
Hyundai i10 Magna,2010
Chevrolet Enjoy 1.4 LTZ 7,2013
Maruti Alto 800 LXI,2012
Ford Figo Aspire Facelift,2017
Hyundai Verna SX Opt,2012
Hyundai i20 1.2 Sportz,2014
Maruti Ritz VDi,2013
Maruti 800 Std,1997
Maruti Swift Dzire 1.2 Vxi BSIV,2012
Maruti Alto LXi BSIII,2009
Mahindra Scorpio S4 9 Seater,2014
Tata Sumo EX TC,2005
Maruti Alto STD,2010
Hyundai EON Sportz,2012
Renault Duster Adventure Edition,2014
Hyundai i10 Sportz Option,2011
Mahindra Scorpio S4 9 Seater,2014
Hyundai Creta 1.4 CRDi Base,2017
Toyota Innova 2.5 G4 Diesel 7-seater,2006
Datsun RediGO 1.0 S,2018
Maruti Alto K10 VXI,2016
Maruti Swift VDi BSIII W/ ABS,2010
Hyundai Accent Executive,2011
Chevrolet Cruze LTZ,2010
Chevrolet Beat LS,2013
Hyundai i10 Magna,2010
Mahindra Marazzo M8,2019
Mahindra XUV300 W8 Option Diesel BSIV,2019
Hyundai Elite i20 Sportz Plus Diesel,2019
Tata Tiago 1.05 Revotorq XT,2017
Volkswagen Polo 1.5 TDI Comfortline,2014
Maruti Swift Dzire ZDI Plus,2019
Maruti 800 AC LPG,2008
Chevrolet Spark 1.0 PS LPG,2007
Skoda Fabia 1.2L Diesel Elegance,2011
Volkswagen Vento Diesel Comfortline,2012
Hyundai EON 1.0 Era Plus,2017
Chevrolet Optra Magnum 1.6 LT Petrol,2010
Ford Fiesta Classic 1.4 Duratorq LXI,2012
Fiat Avventura Power Up 1.3 Emotion,2015
Ford EcoSport 1.5 TDCi Titanium Plus BSIV,2016
Tata Indica Vista Aqua 1.3 Quadrajet BSIV,2012
Maruti Baleno Alpha 1.3,2016
Maruti Swift 1.3 ZXI,2008
Maruti Ritz VDi,2016
Maruti 800 Std,2007
Mahindra Bolero SLX 2WD BSIII,2011
Mahindra Marshal DI,2000
Maruti Ritz VDi,2009
Hyundai Creta 1.6 CRDi SX,2016
Renault Duster 110PS Diesel RxZ Plus,2013
Maruti Swift Dzire VDI,2016
Tata Indica DLS,2006
Maruti Wagon R LXI CNG,2012
Tata New Safari DICOR 2.2 LX 4x2,2009
Hyundai Accent CRDi,2005
Maruti Swift VDI BSIV,2008
Maruti Wagon R Stingray VXI,2016
Maruti 800 AC,2005
Volkswagen Vento Konekt Diesel Highline,2014
Maruti Swift Vdi BSIII,2010
Tata Tiago 1.05 Revotorq XE,2018
Maruti 800 Std MPFi,2003
Toyota Innova 2.5 VX (Diesel) 7 Seater BS IV,2010
Maruti Swift Dzire VDI,2017
Hyundai Xcent 1.1 CRDi S,2016
Hyundai i10 Magna,2009
Maruti A-Star Vxi,2009
Fiat Linea Emotion (Diesel),2012
Honda City 2017-2020 GXi,2007
Hyundai Verna Xi (Petrol),2008
Maruti Swift Dzire LDI,2013
Mahindra Scorpio SLE BSIII,2013
Ford Figo Petrol EXI,2010
Hyundai Verna 1.4 CRDi,2012
Maruti Swift Dzire VDI,2017
Hyundai Xcent 1.2 VTVT S,2019
Hyundai i20 Asta Option 1.4 CRDi,2016
Mahindra Scorpio SLE BSIII,2013
Hyundai Verna CRDi SX,2010
Honda City i DTEC VX,2015
Tata Sumo MKII CX BS IV,2012
Hyundai i10 Magna,2014
Hyundai Grand i10 1.2 Kappa Magna BSIV,2017
Maruti Vitara Brezza ZDi Plus,2019
Chevrolet Beat Diesel LS,2013
Tata Indigo CS LX (TDI) BS III,2013
Chevrolet Spark 1.0 PS,2011
Maruti Ritz LXi,2016
Mahindra Scorpio 2009-2014 VLX 2WD 7S BSIV,2012
Hyundai EON Era,2011
Chevrolet Beat Diesel LT,2012
Hyundai i20 Active 1.2 S,2016
Maruti Wagon R VXI BSIII,2012
Maruti Wagon R VXI,2005
Hyundai i20 Asta 1.2,2015
Ford Figo Diesel LXI,2012
