name,selling_price,km_driven,fuel,mileage,engine,max_power,torque,seats
Skoda Rapid 1.6 MPI AT Elegance,645000,11000,Petrol,14.3 kmpl,1598 CC,103.5 bhp,153Nm@ 3800rpm,5
Volvo V40 D3 R-Design,2475000,2000,Diesel,16.8 kmpl,1984 CC,150 bhp,350Nm@ 1500-2750rpm,5
Maruti Baleno Alpha 1.3,735000,70000,Diesel,27.39 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
Tata Zest Revotron 1.2 XT,550000,120000,Petrol,17.57 kmpl,1193 CC,88.7 bhp,140Nm@ 1500-4000rpm,5
Maruti Ertiga ZDI,509999,148000,Diesel,20.77 kmpl,1248 CC,88.8 bhp,200Nm@ 1750rpm,7
Hyundai i20 Asta 1.4 CRDi,459999,60000,Diesel,21.27 kmpl,1396 CC,88.76 bhp,219.6Nm@ 1500-2750rpm,5
Maruti Alto 800 LXI,310000,18000,Petrol,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5
Tata Zest Quadrajet 1.3 75PS XMS,775000,80000,Diesel,22.95 kmpl,1248 CC,74 bhp,190Nm@ 1750-3000rpm,5
Maruti Alto LXI,105000,96000,Petrol,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5
Honda Amaze S i-Dtech,430000,97000,Diesel,25.8 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5
Hyundai i20 Sportz 1.4 CRDi,360000,210000,Diesel,21.9 kmpl,1396 CC,88.76 bhp,219.6Nm@ 1750-2750rpm,5
Volkswagen Vento Diesel Breeze,400000,60000,Diesel,20.5 kmpl,1598 CC,105 bhp,250Nm@ 1500-2500rpm,5
Maruti Swift Dzire ZDI,600000,90000,Diesel,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
Honda WR-V i-VTEC VX,580000,35000,Petrol,17.5 kmpl,1199 CC,88.7 bhp,110Nm@ 4800rpm,5
Mahindra Verito 1.5 D2 BSIV,140000,120000,Diesel,21.03 kmpl,1461 CC,65 bhp,160Nm@ 2000rpm,5
Tata Indigo TDI,210000,100000,Diesel,19.61 kmpl,1405 CC,70 bhp,135.4Nm@ 2500,5
Hyundai Grand i10 Asta Option,550000,20000,Petrol,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5
Chevrolet Sail Hatchback Petrol LS ABS,120000,110000,Petrol,18.2 kmpl,1199 CC,84.8 bhp,113Nm@ 5000rpm,5
Toyota Innova 2.5 GX (Diesel) 7 Seater,400000,35000,Diesel,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1400-3400rpm,7
Honda WR-V i-DTEC VX,1035000,15000,Diesel,25.5 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5
Maruti Ciaz VDi Plus,625000,90000,Diesel,26.21 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5
Hyundai i10 Magna,200000,40000,Petrol,20.36 kmpl,1197 CC,78.9 bhp,111.7Nm@ 4000rpm,5
Tata Manza Club Class Quadrajet90 EX,316000,140000,Diesel,21.02 kmpl,1248 CC,88.76 bhp,200Nm@ 1750-3000rpm,5
Maruti Vitara Brezza ZDi,813000,110000,Diesel,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5
Toyota Innova Crysta 2.8 GX AT BSIV,1575000,55000,Diesel,11.36 kmpl,2755 CC,171.5 bhp,360Nm@ 1200-3400rpm,7
Toyota Innova 2.5 VX (Diesel) 8 Seater,900000,73000,Diesel,12.99 kmpl,2494 CC,100 bhp,200Nm@ 1400-3400rpm,8
Maruti Ertiga VDI,650000,100000,Diesel,20.77 kmpl,1248 CC,88.76 bhp,200Nm@ 1750rpm,7
Ford Figo Aspire 1.5 TDCi Trend,459999,32000,Diesel,25.83 kmpl,1498 CC,99 bhp,215Nm@ 1750-3000rpm,5
Nissan Sunny Diesel XV,290000,112072,Diesel,21.64 kmpl,1461 CC,84.8 bhp,200Nm@ 2000rpm,5
Ford Figo Diesel EXI,400000,30000,Diesel,20.0 kmpl,1399 CC,68.05 bhp,160Nm@ 2000rpm,5
Maruti Swift VDI BSIV,565000,70000,Diesel,25.2 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
Volkswagen Multivan TDI,2150000,50000,Diesel,,,,,
Chevrolet Spark 1.0 LS,150000,80000,Petrol,18.0 kmpl,995 CC,62 bhp,90.3Nm@ 4200rpm,5
BMW 3 Series 320d Sedan,480000,110000,Diesel,16.07 kmpl,1995 CC,181 bhp,380Nm@ 1750-3000rpm,5
Maruti Zen Estilo 1.1 LX BSIII,70000,80000,Petrol,18.2 kmpl,1061 CC,64 bhp,84Nm@ 3500rpm,5
Maruti Zen Estilo 1.1 LX BSIII,70000,80000,Petrol,18.2 kmpl,1061 CC,64 bhp,84Nm@ 3500rpm,5
Mercedes-Benz E-Class E 250 Elegance,1190000,80000,Petrol,10.93 kmpl,2497 CC,204 bhp,245Nm@ 5000rpm,5
Hyundai Santro GLS I - Euro II,140000,100000,Petrol,,,,,
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,900000,19000,Diesel,23.0 kmpl,1498 CC,98.96 bhp,205Nm@ 1750-3250rpm,5
Hyundai i20 Sportz Option 1.4 CRDi,600000,40000,Diesel,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5
Mahindra Scorpio S10 7 Seater,1100000,52269,Diesel,15.4 kmpl,2179 CC,120 bhp,280Nm@ 1800-2800rpm,7
Maruti Omni LPG CARGO BSIII W IMMOBILISER,120000,170000,LPG,10.9 km/kg,796 CC,32.8 bhp,57Nm@ 2500rpm,5
Maruti Omni E 8 Str STD,120000,140000,Petrol,,,,,
Maruti Omni E 8 Str STD,120000,170000,Petrol,,,,,
Hyundai i20 Magna,229999,60000,Petrol,18.5 kmpl,1197 CC,80 bhp,"11.4 kgm at 4,000 rpm",5
Honda Amaze i-VTEC Privilege Edition,570000,15780,Petrol,17.8 kmpl,1198 CC,86.7 bhp,109Nm@ 4500rpm,5
Hyundai Verna 1.6 SX,575000,106000,Diesel,22.32 kmpl,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm,5
Volkswagen Vento Diesel Highline,280000,80000,Diesel,20.54 kmpl,1598 CC,103.6 bhp,250Nm@ 1500-2500rpm,5
Hyundai i20 Active 1.4 SX Dual Tone,580000,74000,Diesel,21.19 kmpl,1396 CC,88.73 bhp,219.66nm@ 1500-2750rpm,5
Maruti Ertiga VDI,875000,35000,Diesel,25.47 kmpl,1248 CC,88.50 bhp,200Nm@ 1750rpm,7
Hyundai Verna 1.6 SX CRDi (O),500000,70000,Diesel,22.32 kmpl,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm,5
Maruti Ciaz ZDi,700000,60000,Diesel,26.21 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5
Ford Figo 1.2P Titanium MT,388000,50000,Petrol,18.16 kmpl,1196 CC,86.8 bhp,112Nm@ 4000rpm,5
Hyundai i10 Sportz,225000,80000,Petrol,20.36 kmpl,1197 CC,78.9 bhp,111.8Nm@ 4000rpm,5
Tata Indigo CS eGLX BS IV,90000,90000,Petrol,15.64 kmpl,1193 CC,64.08 bhp,100Nm@ 2700rpm,5
Renault Duster 110PS Diesel RxZ,600000,114000,Diesel,19.01 kmpl,1461 CC,108.45 bhp,248Nm@ 2250rpm,5
Hyundai i20 Magna,235000,100000,Petrol,18.5 kmpl,1197 CC,80 bhp,"11.4 kgm at 4,000 rpm",5
Hyundai i20 1.4 CRDi Asta,350000,100000,Diesel,23.0 kmpl,1396 CC,90 bhp,22.4 kgm at 1750-2750rpm,5
Hyundai i10 Sportz,235000,80000,Petrol,20.36 kmpl,1197 CC,78.9 bhp,111.8Nm@ 4000rpm,5
Maruti Alto LXi,190000,35000,Petrol,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5
Tata Manza Aura (ABS) Quadrajet BS IV,325000,79000,Diesel,21.12 kmpl,1248 CC,88.8 bhp,200Nm@ 1750-3000rpm,5
Hyundai i20 Asta 1.2,550000,2360457,Petrol,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5
Volkswagen Vento Diesel Highline,300000,120000,Diesel,20.54 kmpl,1598 CC,103.6 bhp,250Nm@ 1500-2500rpm,5
Tata Tigor 1.2 Revotron XT,550000,10000,Petrol,20.3 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm,5
Mahindra XUV500 W8 AWD,720000,150000,Diesel,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7
Nissan Micra XE,110000,110000,Petrol,18.06 kmpl,1198 CC,75 bhp,104Nm@ 4000rpm,5
Maruti Alto 800 VXI,310000,10000,Petrol,24.7 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5
Maruti Wagon R LXI LPG BSIV,150000,70000,LPG,26.2 km/kg,998 CC,58.2 bhp,77Nm@ 3500rpm,5
Tata Indica Vista TDI LX,260000,46000,Diesel,19.4 kmpl,1405 CC,70 bhp,135.4Nm@ 2500rpm,5
Hyundai Accent GLS,55000,120000,Petrol,13.2 kmpl,1495 CC,94 bhp,"12.5@ 3,500(kgm@ rpm)",5
Maruti Swift VDI,450000,108800,Diesel,22.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
Hyundai i10 Sportz Option,199000,70000,Petrol,20.36 kmpl,1197 CC,78.9 bhp,111.8Nm@ 4000rpm,5
Mahindra Scorpio S3 9 Seater BSIV,1000000,35000,Diesel,15.4 kmpl,2523 CC,75 bhp,200Nm@ 1400-2200rpm,7
Ford Figo Diesel EXI,240000,72000,Diesel,20.0 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm,5
Renault KWID RXL,350000,40000,Petrol,25.17 kmpl,799 CC,53.3 bhp,72Nm@ 4386rpm,5
Mahindra Bolero 2011-2019 ZLX BSIII,530000,120000,Diesel,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7
Chevrolet Spark 1.0 LS,150000,35000,Petrol,18.0 kmpl,995 CC,62 bhp,90.3Nm@ 4200rpm,5
Hyundai Elite i20 Magna Plus BSIV,625000,12500,Petrol,18.6 kmpl,1197 CC,81.86 bhp,117nm@ 4000rpm,5
Hyundai Grand i10 Magna,378000,80000,Petrol,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5
Renault KWID RXT,210000,210000,Petrol,25.17 kmpl,799 CC,53.3 bhp,72Nm@ 4386rpm,5
Maruti Swift Dzire VDI,700000,100000,Diesel,28.4 kmpl,1248 CC,74.02 bhp,190Nm@ 2000rpm,5
Hyundai Santro Xing GL Plus,156000,110000,Petrol,17.92 kmpl,1086 CC,62.1 bhp,96.1Nm@ 3000rpm,5
Mahindra Bolero Power Plus ZLX,700000,103000,Diesel,16.5 kmpl,1493 CC,70 bhp,195Nm@ 1400-2200rpm,7
Maruti Wagon R LXI Minor,194000,577414,Petrol,18.9 kmpl,1061 CC,67 bhp,84Nm@ 3500rpm,5
Maruti Alto LX,120000,100000,Petrol,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5
Honda Amaze S AT i-Vtech,415000,45000,Petrol,15.5 kmpl,1198 CC,86.7 bhp,109Nm@ 4500rpm,5
Honda Amaze S AT i-Vtech,450000,45000,Petrol,15.5 kmpl,1198 CC,86.7 bhp,109Nm@ 4500rpm,5
Honda Brio S MT,325000,40000,Petrol,19.4 kmpl,1198 CC,86.8 bhp,109Nm@ 4500rpm,5
Mahindra Bolero 2011-2019 Plus AC,525000,200000,Diesel,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1440-2200rpm,9
Hyundai EON Magna Plus,265000,100000,Petrol,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5
Maruti Omni 8 Seater BSII,100000,120000,Petrol,19.7 kmpl,796 CC,35 bhp,6.1kgm@ 3000rpm,8
Jaguar XE 2016-2019 2.0L Diesel Prestige,2711000,9000,Diesel,13.6 kmpl,1999 CC,177 bhp,430Nm@ 1750-2500rpm,5
Lexus ES 300h,5150000,20000,Petrol,22.37 kmpl,2487 CC,214.56 bhp,202Nm@ 3600-5200rpm,5
Jaguar XF 2.0 Diesel Portfolio,3200000,45000,Diesel,19.33 kmpl,1999 CC,177 bhp,430Nm@ 1750-2500rpm,5
Tata Safari Storme EX,503000,110000,Diesel,14.1 kmpl,2179 CC,147.94 bhp,320Nm@ 1500-3000rpm,7
Volvo XC40 D4 Inscription BSIV,3800000,20000,Diesel,18.0 kmpl,1969 CC,190 bhp,400Nm,5
Toyota Camry 2.5 Hybrid,2000000,68089,Petrol,19.16 kmpl,2494 CC,157.7 bhp,213Nm@ 4500rpm,5
Maruti Wagon R LXI,225000,58343,Petrol,21.79 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5
Maruti Baleno Alpha 1.3,740000,38817,Diesel,27.39 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
Honda Jazz VX,550000,56494,Petrol,18.2 kmpl,1199 CC,88.7 bhp,110Nm@ 4800rpm,5
Toyota Innova 2.5 VX (Diesel) 7 Seater,750000,79328,Diesel,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1200-3600rpm,7
Maruti Swift AMT VVT VXI,650000,5621,Petrol,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5
Toyota Etios VX,625000,25538,Petrol,16.78 kmpl,1496 CC,88.73 bhp,132Nm@ 3000rpm,5
Maruti Swift AMT ZXI,600000,69779,Petrol,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5
Hyundai Grand i10 1.2 CRDi Sportz,450000,56290,Diesel,24.0 kmpl,1186 CC,73.97 bhp,190.24nm@ 1750-2250rpm,5
BMW X4 M Sport X xDrive20d,5400000,7500,Diesel,16.78 kmpl,1995 CC,190 bhp,400Nm@ 1750-2500rpm,5
BMW X4 M Sport X xDrive20d,5500000,8500,Diesel,16.78 kmpl,1995 CC,190 bhp,400Nm@ 1750-2500rpm,5
Honda Amaze V CVT Petrol BSIV,779000,7032,Petrol,19.0 kmpl,1199 CC,88.76 bhp,110Nm@ 4800rpm,5
Skoda Rapid 1.6 MPI AT Elegance,645000,11000,Petrol,14.3 kmpl,1598 CC,103.5 bhp,153Nm@ 3800rpm,5
Volvo V40 D3 R-Design,2475000,2000,Diesel,16.8 kmpl,1984 CC,150 bhp,350Nm@ 1500-2750rpm,5
Tata Zest Quadrajet 1.3 XM,400000,100000,Diesel,23.0 kmpl,1248 CC,88.7 bhp,200Nm@ 1750-3000rpm,5
Hyundai i20 Magna Optional 1.4 CRDi,345000,40000,Diesel,21.9 kmpl,1396 CC,88.8 bhp,219.7Nm@ 1500-2750rpm,5
Mahindra Thar CRDe,850000,15000,Diesel,16.55 kmpl,2498 CC,105 bhp,247Nm@ 1800-2000rpm,6
Maruti Ignis 1.2 AMT Zeta BSIV,620000,15000,Petrol,20.89 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5
Maruti Baleno Alpha 1.2,700000,10000,Petrol,21.4 kmpl,1197 CC,83.1 bhp,115Nm@ 4000rpm,5
Tata Indica Vista Quadrajet VX,200000,90000,Diesel,22.3 kmpl,1248 CC,74 bhp,190Nm@ 1750-3000rpm,5
Mahindra Bolero Power Plus LX,660000,80000,Diesel,16.5 kmpl,1493 CC,70 bhp,195Nm@ 1400-2200rpm,7
Mitsubishi Pajero Sport 4X4,1700000,39000,Diesel,13.5 kmpl,2477 CC,175.56 bhp,400Nm@ 2000-2500rpm,7
Tata Indica V2 DLE BSIII,90000,60000,Diesel,17.88 kmpl,1396 CC,52.8 bhp,85Nm@ 2500rpm,5
Mahindra XUV500 W6 2WD,1050000,28000,Diesel,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7
Ford Figo Petrol EXI,160000,90000,Petrol,15.6 kmpl,1196 CC,70 bhp,102Nm@ 4000rpm,5
Honda Civic 1.8 (E) MT,150000,80000,Petrol,13.5 kmpl,1799 CC,130 bhp,172Nm@ 4300rpm,5
Maruti Zen Estilo LX BSIV,200000,35000,Petrol,19.0 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5
Toyota Corolla Altis Diesel D4DG,365000,185000,Diesel,21.43 kmpl,1364 CC,87.2 bhp,205Nm@ 1800-2800rpm,5
Fiat Punto 1.2 Active,140000,110000,Petrol,15.7 kmpl,1172 CC,67 bhp,96Nm@ 2500rpm,5
Fiat Avventura Power Up 1.3 Active,360000,100000,Diesel,20.5 kmpl,1248 CC,91.72 bhp,209Nm@ 2000rpm,5
Honda City 2017-2020 GXi,200000,110000,Petrol,17.7 kmpl,1497 CC,78 bhp,"12.7@ 2,700(kgm@ rpm)",5
Skoda Laura Ambiente,250000,100000,Diesel,17.5 kmpl,1896 CC,106 bhp,"25.5@ 1,900(kgm@ rpm)",5
Skoda Laura Ambiente 1.9 PD,229999,110000,Diesel,17.5 kmpl,1896 CC,106 bhp,"25.5@ 1,900(kgm@ rpm)",5
Ford Fiesta 1.4 ZXi TDCi ABS,320000,130000,Diesel,17.8 kmpl,1399 CC,68 bhp,"16.3@ 2,000(kgm@ rpm)",5
Hyundai Santro Xing XS eRLX Euro II,85000,68300,Petrol,,,,,
Hyundai Creta 1.6 SX,1200000,27000,Petrol,15.8 kmpl,1591 CC,121.3 bhp,151Nm@ 4850rpm,5
Maruti Baleno Zeta Automatic,740000,9000,Petrol,21.4 kmpl,1197 CC,83.1 bhp,115Nm@ 4000rpm,5
Hyundai i20 Magna Optional 1.4 CRDi,345000,40000,Diesel,21.9 kmpl,1396 CC,88.8 bhp,219.7Nm@ 1500-2750rpm,5
Maruti Ignis 1.2 AMT Zeta BSIV,570000,19000,Petrol,20.89 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5
Maruti Wagon R VXI 1.2,490000,10000,Petrol,20.52 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5
Tata Indigo CR4,250000,100000,Diesel,23.57 kmpl,1396 CC,70 bhp,140Nm@ 1800-3000rpm,5
Maruti Wagon R AMT VXI,430000,20000,Petrol,20.51 kmpl,998 CC,67 bhp,90Nm@ 3500rpm,5
Hyundai EON Era,225000,35000,Petrol,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5
Mahindra Thar CRDe,850000,15000,Diesel,16.55 kmpl,2498 CC,105 bhp,247Nm@ 1800-2000rpm,6
Maruti Ignis 1.2 AMT Zeta BSIV,620000,15000,Petrol,20.89 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5
Hyundai i20 Sportz 1.4 CRDi,440000,70000,Diesel,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5
Maruti Vitara Brezza ZDi Plus Dual Tone,800000,70000,Diesel,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5
Maruti Baleno Alpha 1.2,700000,10000,Petrol,21.4 kmpl,1197 CC,83.1 bhp,115Nm@ 4000rpm,5
Maruti Swift VDI Optional,600000,47000,Diesel,25.2 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
Tata Indica Vista Quadrajet VX,200000,90000,Diesel,22.3 kmpl,1248 CC,74 bhp,190Nm@ 1750-3000rpm,5
Mahindra Bolero Power Plus LX,660000,80000,Diesel,16.5 kmpl,1493 CC,70 bhp,195Nm@ 1400-2200rpm,7
Mitsubishi Pajero Sport 4X4,1700000,39000,Diesel,13.5 kmpl,2477 CC,175.56 bhp,400Nm@ 2000-2500rpm,7
Hyundai Grand i10 CRDi Sportz,450000,53000,Diesel,24.0 kmpl,1120 CC,70 bhp,160Nm@ 1500-2750rpm,5
Maruti Swift Dzire VDI,420000,105000,Diesel,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
Toyota Innova 2.5 EV PS 8 STR BSIV,500000,121941,Diesel,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),8
Tata Tiago 1.2 Revotron XZ,350000,15000,Petrol,23.84 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm,5
Mahindra Xylo D2 BSIV,280000,100000,Diesel,14.0 kmpl,2489 CC,95 bhp,220Nm at 1400-2600 rpm,8
Renault Duster 85PS Diesel RxL Optional with Nav,425000,152186,Diesel,20.45 kmpl,1461 CC,83.8 bhp,200Nm@ 1900rpm,5
Hyundai i10 Magna,295000,82246,Petrol,20.36 kmpl,1197 CC,78.9 bhp,111.7Nm@ 4000rpm,5
Maruti Swift VXI Optional,540000,20000,Petrol,20.4 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5
Maruti Swift Dzire ZDI,754000,40000,Diesel,28.4 kmpl,1248 CC,74.02 bhp,190Nm@ 2000rpm,5
Toyota Innova 2.5 GX 8 STR BSIV,650000,89580,Diesel,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),8
Toyota Innova 2.5 VX 7 STR,550000,250000,Diesel,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),7
Toyota Innova 2.5 V Diesel 7-seater,550000,250000,Diesel,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),7
Ford Figo 1.2P Titanium MT,675000,2789,Petrol,18.16 kmpl,1196 CC,86.8 bhp,112Nm@ 4000rpm,5
Ford Freestyle Titanium Plus Diesel,700000,35278,Diesel,23.8 kmpl,1499 CC,98.97 bhp,215nm@ 1750-2500rpm,5
Ford Freestyle Titanium Diesel,795000,2860,Diesel,23.8 kmpl,1499 CC,98.97 bhp,215nm@ 1750-2500rpm,5
Toyota Innova 2.5 VX 7 STR,515000,200000,Diesel,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),7
Mahindra KUV 100 G80 K4 Plus,450000,20000,Petrol,18.15 kmpl,1198 CC,82 bhp,115Nm@ 3500-3600rpm,6
Hyundai Getz 1.1 GVS,155000,60000,Petrol,15.0 kmpl,1086 CC,66.6 bhp,"10.4@ 3,200(kgm@ rpm)",5
Toyota Etios VXD,350000,100000,Diesel,23.59 kmpl,1364 CC,67.1 bhp,170Nm@ 1800-2400rpm,5
Ford Figo Diesel Titanium,250000,78562,Diesel,20.0 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm,5
Hyundai Verna 1.6 SX,450000,96000,Diesel,22.32 kmpl,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm,5
Hyundai Verna 1.6 SX,450000,96000,Diesel,22.32 kmpl,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm,5
Maruti 800 EX BSII,55599,36088,Petrol,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4
Hyundai i20 Sportz 1.4 CRDi,420000,50000,Diesel,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5
Toyota Etios Liva GD SP,315000,100000,Diesel,,,,,
Maruti S-Cross 2017-2020 Alpha DDiS 200 SH,750000,40000,Diesel,25.1 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5
Datsun GO T Option,450000,10000,Petrol,19.02 kmpl,1198 CC,67.05 bhp,104Nm@ 4000rpm,5
Maruti Swift Vdi BSIII,175000,60000,Diesel,17.8 kmpl,1248 CC,75 bhp,190Nm@ 2000rpm,5
Hyundai i20 Active SX Petrol,650000,10000,Petrol,17.19 kmpl,1197 CC,81.86 bhp,114.73Nm@ 4000rpm,5
Maruti Ertiga ZDI Plus,1050000,10000,Diesel,25.47 kmpl,1248 CC,88.50 bhp,200Nm@ 1750rpm,7
Hyundai Verna 1.6 SX CRDi (O),375000,35000,Diesel,22.32 kmpl,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm,5
Hyundai Santa Fe 2WD MT,1100000,80000,Diesel,14.74 kmpl,2199 CC,194.3 bhp,420.7Nm@ 1800-2500rpm,7
Mahindra XUV500 W11 BSIV,1550000,28000,Diesel,15.1 kmpl,2179 CC,152.87 bhp,360Nm@ 1750-2800rpm,7
Ford Figo Aspire 1.5 TDCi Sports Edition,620000,35000,Diesel,24.29 kmpl,1498 CC,99 bhp,215Nm@ 1750-3000rpm,5
Jeep Compass 2.0 Limited 4X4,1511000,32000,Diesel,16.3 kmpl,1956 CC,170 bhp,350Nm@ 1750-2500rpm,5
Maruti Wagon R LXI,135000,40000,Petrol,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5
Hyundai Verna 1.6 SX CRDi (O),375000,35000,Diesel,22.32 kmpl,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm,5
Renault KWID RXL,320000,10000,Petrol,25.17 kmpl,799 CC,53.3 bhp,72Nm@ 4386rpm,5
Mahindra XUV500 W11 AT BSIV,1650000,25000,Diesel,15.1 kmpl,2179 CC,152.87 bhp,360Nm@ 1750-2800rpm,7
Maruti Alto K10 VXI,320000,50000,Petrol,23.95 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5
Maruti Swift Dzire Zdi BSIV,400000,129000,Diesel,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5
Mahindra XUV500 AT W10 FWD,900000,100000,Diesel,16.0 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7
Maruti Alto 800 LXI,310000,30000,Petrol,24.7 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5
Tata Nexon 1.2 Revotron XM,595000,28000,Petrol,17.0 kmpl,1198 CC,108.5 bhp,170Nm@ 1750-4000rpm,5
Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,800000,60000,Diesel,23.65 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5
Mahindra Verito 1.6 G6 Executive BSIII,350000,70000,Petrol,13.87 kmpl,1598 CC,86 bhp,128Nm@ 3100rpm,5
Tata Indica Vista TDI LX,275000,110000,Diesel,19.1 kmpl,1405 CC,70 bhp,135.4Nm@ 2500rpm,5
Maruti Eeco 5 Seater AC BSIV,420000,10000,Petrol,15.37 kmpl,1196 CC,73 bhp,101Nm@ 3000rpm,5
Hyundai Verna CRDi SX ABS,250000,110000,Diesel,18.1 kmpl,1493 CC,110 bhp,"24@ 1,900-2,750(kgm@ rpm)",5
Maruti Swift Ldi BSIV,250000,100000,Diesel,17.8 kmpl,1248 CC,75 bhp,190Nm@ 2000rpm,5
Mahindra Scorpio VLX 2WD BSIII,290000,120000,Diesel,12.05 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm,8
Hyundai Xcent 1.2 Kappa AT SX Option,525000,60000,Petrol,16.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5
Mahindra Scorpio LX 2.6 Turbo,250000,110000,Diesel,10.5 kmpl,2609 CC,120 bhp,290Nm@ 1800-2800rpm,7
Hyundai Santro Xing XL,90000,64000,Petrol,,,,,
Maruti Celerio VXI,430000,10000,Petrol,23.1 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5
Maruti Baleno Zeta 1.2,630000,35000,Petrol,21.4 kmpl,1197 CC,83.1 bhp,115Nm@ 4000rpm,5
Tata Tigor 1.2 Revotron XZ Option,550000,23000,Petrol,20.3 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm,5
Maruti Swift VDI,630000,15000,Diesel,28.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
Mahindra TUV 300 Plus P4 BSIV,850000,20000,Diesel,18.49 kmpl,2179 CC,120 bhp,280Nm@ 1800-2800rpm,9
Mahindra Bolero SLX 2WD,455000,90000,Diesel,13.6 kmpl,2523 CC,63 bhp,180 Nm at 1440-1500rpm,7
Mahindra Bolero SLX 2WD,445000,90000,Diesel,13.6 kmpl,2523 CC,63 bhp,180 Nm at 1440-1500rpm,7
