name,seller_type,transmission,owner
Honda City 1.3 EXI,Individual,Manual,First Owner
Tata Safari DICOR 2.2 EX 4x2,Individual,Manual,Second Owner
Maruti Swift ZXI BSIII,Individual,Manual,Second Owner
Maruti Ertiga ZDI,Individual,Manual,Second Owner
Maruti Eeco 5 Seater AC BSIV,Individual,Manual,First Owner
Hyundai i20 Sportz Option 1.2,Individual,Manual,Second Owner
Tata Indica V2 DLS TC,Individual,Manual,Second Owner
Maruti Swift Dzire VXI,Individual,Manual,Third Owner
Maruti Ertiga SHVS ZDI Plus,Individual,Manual,First Owner
Maruti Celerio ZDi,Individual,Manual,Second Owner
Maruti Ritz VDi,Individual,Manual,Third Owner
Maruti Zen LXI,Individual,Manual,Second Owner
Maruti Ertiga SHVS ZDI Plus,Individual,Manual,First Owner
Volvo S60 D4 SUMMUM,Individual,Automatic,First Owner
Maruti Wagon R VXI Plus,Individual,Manual,First Owner
Maruti Zen LXI,Individual,Manual,First Owner
Tata Zest Revotron 1.2 XT,Individual,Manual,First Owner
Tata Indigo LX,Individual,Manual,First Owner
Maruti Wagon R LXI,Individual,Manual,Second Owner
Renault Lodgy 85PS RxE 7 Seater,Individual,Manual,Second Owner
Mahindra Scorpio VLX 2WD AIRBAG BSIV,Individual,Manual,First Owner
Maruti Baleno Delta 1.3,Individual,Manual,First Owner
Maruti SX4 Vxi BSIII,Individual,Manual,Fourth & Above Owner
Maruti Swift LXI Option,Individual,Manual,First Owner
Maruti Vitara Brezza ZDi,Individual,Manual,First Owner
Mahindra Bolero SLX 4WD BSIII,Individual,Manual,First Owner
Nissan Terrano XV Premium 110 PS,Individual,Manual,First Owner
Maruti Wagon R LXI CNG,Individual,Manual,Second Owner
Maruti Alto K10 LXI,Individual,Manual,First Owner
Mahindra XUV500 W10 AWD,Individual,Manual,First Owner
Maruti Swift AMT ZXI BSIV,Individual,Automatic,First Owner
Maruti Wagon R AMT VXI,Individual,Automatic,First Owner
Tata Nexon 1.2 Revotron XE,Individual,Manual,First Owner
Hyundai Verna 1.6 CRDi SX,Individual,Manual,First Owner
Mahindra Thar CRDe ABS,Individual,Manual,First Owner
Maruti Wagon R AMT VXI,Individual,Automatic,Second Owner
Maruti Ertiga VDI,Individual,Manual,Second Owner
Hyundai Creta 1.4 EX Diesel,Individual,Manual,First Owner
Ford EcoSport 1.5 TDCi Titanium BSIV,Individual,Manual,First Owner
Ford Figo 1.2P Ambiente MT,Individual,Manual,Second Owner
Maruti Zen Estilo 1.1 VXI BSIII,Individual,Manual,Third Owner
Maruti Celerio ZXI Optional,Individual,Manual,First Owner
Hyundai Grand i10 Magna,Individual,Manual,First Owner
Maruti Vitara Brezza ZDi Plus Dual Tone,Individual,Manual,First Owner
Hyundai Verna 1.6 VTVT,Individual,Manual,Third Owner
Toyota Etios VX,Individual,Manual,First Owner
Maruti Ignis Zeta AMT,Individual,Automatic,First Owner
Maruti A-Star Vxi,Individual,Manual,First Owner
Maruti Zen Estilo VXI BSIII,Individual,Manual,Second Owner
Maruti 800 AC BSIII,Individual,Manual,Second Owner
Maruti Eeco CNG 5 Seater AC BSIV,Individual,Manual,First Owner
Hyundai EON 1.0 Era Plus,Individual,Manual,First Owner
Honda City 2017-2020 EXi,Individual,Manual,Second Owner
Toyota Qualis FS F7,Individual,Manual,Fourth & Above Owner
Maruti Swift Dzire VXi,Individual,Manual,Third Owner
Mahindra XUV500 W8 4WD,Individual,Manual,Second Owner
Mahindra XUV300 W8,Individual,Manual,First Owner
Maruti Wagon R LXI Minor,Individual,Manual,Second Owner
Maruti Wagon R VXI BS IV,Individual,Manual,First Owner
Maruti Ritz LXI,Individual,Manual,Second Owner
Maruti Swift VXI,Individual,Manual,First Owner
Hyundai Verna 1.6 SX CRDi (O),Individual,Manual,First Owner
Volkswagen Polo 1.0 MPI Trendline BSIV,Individual,Manual,First Owner
Maruti Eeco 5 Seater AC BSIV,Individual,Manual,First Owner
Ford Figo 1.5D Titanium MT,Individual,Manual,First Owner
Hyundai i20 1.4 CRDi Sportz,Individual,Manual,Third Owner
Chevrolet Spark 1.0 LT,Individual,Manual,First Owner
Honda City 1.5 S MT,Individual,Manual,First Owner
Hyundai Accent Executive,Individual,Manual,Second Owner
Nissan Sunny Diesel XV,Individual,Manual,First Owner
Jeep Compass 2.0 Limited,Individual,Manual,First Owner
Maruti Baleno Zeta 1.3,Individual,Manual,Second Owner
Tata Tiago NRG Petrol,Individual,Manual,First Owner
Maruti 800 AC,Individual,Manual,Third Owner
Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,Individual,Manual,Second Owner
Mahindra Scorpio 2.6 SLX Turbo 7 Seater,Individual,Manual,Fourth & Above Owner
Jaguar XE 2016-2019 2.0L Diesel Prestige,Dealer,Automatic,First Owner
Lexus ES 300h,Dealer,Automatic,First Owner
Jaguar XF 2.0 Diesel Portfolio,Dealer,Automatic,First Owner
Tata Safari Storme EX,Individual,Manual,First Owner
Volvo XC40 D4 Inscription BSIV,Individual,Automatic,First Owner
Toyota Camry 2.5 Hybrid,Trustmark Dealer,Automatic,First Owner
Maruti Wagon R LXI,Trustmark Dealer,Manual,First Owner
Maruti Baleno Alpha 1.3,Dealer,Manual,First Owner
Honda Jazz VX,Trustmark Dealer,Manual,First Owner
Toyota Innova 2.5 VX (Diesel) 7 Seater,Trustmark Dealer,Manual,Second Owner
Maruti Swift AMT VVT VXI,Trustmark Dealer,Automatic,First Owner
Toyota Etios VX,Trustmark Dealer,Manual,First Owner
Maruti Swift AMT ZXI,Dealer,Automatic,First Owner
Hyundai Grand i10 1.2 CRDi Sportz,Dealer,Manual,First Owner
BMW X4 M Sport X xDrive20d,Dealer,Automatic,First Owner
BMW X4 M Sport X xDrive20d,Dealer,Automatic,First Owner
Honda Amaze V CVT Petrol BSIV,Trustmark Dealer,Automatic,First Owner
Skoda Rapid 1.6 MPI AT Elegance,Dealer,Automatic,First Owner
Volvo V40 D3 R-Design,Dealer,Automatic,First Owner
Maruti Wagon R Stingray VXI Optional,Individual,Manual,First Owner
Maruti Wagon R AMT VXI,Individual,Automatic,First Owner
Hyundai Santro Xing XG AT eRLX Euro II,Individual,Automatic,Second Owner
Fiat Grande Punto 1.3 Dynamic (Diesel),Individual,Manual,First Owner
Mahindra Scorpio M2DI,Individual,Manual,Third Owner
Maruti Wagon R LX BSIII,Individual,Manual,Second Owner
Maruti Wagon R VXI BS IV,Individual,Manual,Second Owner
Maruti Swift Dzire VDI,Individual,Manual,Second Owner
Mahindra XUV500 W6 2WD,Individual,Manual,First Owner
Tata Tigor 1.2 Revotron XZ,Individual,Manual,First Owner
Mahindra Bolero 2011-2019 SLX,Individual,Manual,Second Owner
Honda City 2017-2020 GXi,Individual,Manual,Second Owner
Mahindra Xylo D2,Individual,Manual,First Owner
Honda City 2017-2020 GXi,Individual,Manual,Second Owner
Hyundai Grand i10 Sportz,Individual,Manual,First Owner
Maruti Wagon R LXI Minor,Individual,Manual,Second Owner
Maruti Swift Dzire VDI,Individual,Manual,First Owner
Maruti A-Star Vxi,Individual,Manual,Second Owner
Tata Tiago 1.2 Revotron XM,Individual,Manual,First Owner
Maruti Alto LX,Individual,Manual,First Owner
Mahindra Bolero DI,Individual,Manual,First Owner
Ford Figo Diesel ZXI,Individual,Manual,Second Owner
Toyota Fortuner 4x4 MT,Individual,Manual,First Owner
Ford EcoSport 1.5 TDCi Titanium Plus BSIV,Individual,Manual,First Owner
BMW X1 sDrive20i xLine,Individual,Automatic,Second Owner
Maruti Swift Dzire VDI,Individual,Manual,First Owner
Maruti Omni Limited Edition,Individual,Manual,First Owner
Datsun GO Plus Anniversary Edition,Individual,Manual,First Owner
Hyundai Creta 1.6 CRDi SX Plus,Individual,Manual,Second Owner
Mahindra KUV 100 G80 K8 Dual Tone,Individual,Manual,First Owner
Maruti Wagon R VXI BS IV,Individual,Manual,First Owner
Maruti Eeco CNG 5 Seater AC BSIV,Individual,Manual,First Owner
Maruti 800 AC,Individual,Manual,Second Owner
Ford Ecosport 1.5 Diesel Titanium,Individual,Manual,First Owner
Hyundai Verna 1.6 SX CRDI (O) AT,Individual,Automatic,First Owner
Maruti Swift Dzire VDI,Individual,Manual,First Owner
Chevrolet Spark 1.0 LT,Individual,Manual,First Owner
Maruti Alto LXi,Individual,Manual,Second Owner
Toyota Etios Liva VXD,Individual,Manual,First Owner
Mahindra Bolero 2011-2019 SLX,Individual,Manual,First Owner
Maruti 800 AC Uniq,Individual,Manual,Second Owner
Maruti Zen D,Individual,Manual,Second Owner
Maruti Alto LX,Individual,Manual,Second Owner
Honda City 2017-2020 GXi,Individual,Manual,Second Owner
Maruti Swift Dzire VDI,Individual,Manual,First Owner
Maruti Ertiga SHVS ZDI Plus,Individual,Manual,First Owner
Hyundai i20 1.4 CRDi Sportz,Individual,Manual,First Owner
Hyundai i20 Sportz 1.2,Individual,Manual,First Owner
Hyundai Verna Xi (Petrol),Individual,Manual,Fourth & Above Owner
Ford Figo Diesel Titanium,Individual,Manual,Second Owner
Audi Q7 3.0 TDI Quattro,Individual,Automatic,Third Owner
Tata Hexa XTA,Individual,Automatic,First Owner
Volkswagen Ameo 1.5 TDI Comfortline,Individual,Manual,First Owner
Maruti Vitara Brezza LDi Option,Individual,Manual,First Owner
Mahindra XUV500 W7 BSIV,Individual,Manual,First Owner
Maruti Baleno Delta 1.2,Individual,Manual,First Owner
Ford EcoSport 1.5 Diesel Titanium BSIV,Individual,Manual,First Owner
Mahindra XUV500 AT W6 2WD,Individual,Automatic,First Owner
Hyundai EON Era Plus,Individual,Manual,Second Owner
Maruti Swift Dzire VDI,Individual,Manual,First Owner
Maruti Alto K10 VXI AGS Optional,Individual,Automatic,First Owner
Honda Amaze S i-Dtech,Individual,Manual,First Owner
Mitsubishi Lancer 2.0 GLd,Individual,Manual,Third Owner
Tata Spacio Gold-10/6 Str BSII,Individual,Manual,Third Owner
Mahindra Bolero SLX,Individual,Manual,Second Owner
Mahindra Marazzo M2 BSIV,Individual,Manual,First Owner
Ford Figo Aspire 1.2 Ti-VCT Trend,Individual,Manual,First Owner
Tata Aria Pride,Individual,Manual,Second Owner
Toyota Innova 2.5 G (Diesel) 8 Seater,Individual,Manual,Second Owner
Renault Duster 110PS Diesel RxL AMT,Individual,Automatic,First Owner
Mahindra Scorpio VLS AT 2.2 mHAWK,Individual,Automatic,First Owner
Honda Amaze S i-Dtech,Individual,Manual,First Owner
Hyundai Verna CRDi 1.6 AT SX Option,Individual,Automatic,First Owner
Mahindra Bolero 2011-2019 ZLX,Individual,Manual,First Owner
Tata Indigo CS LS (TDI) BS-III,Individual,Manual,First Owner
Volkswagen Polo Diesel Highline 1.2L,Individual,Manual,Second Owner
Mercedes-Benz New C-Class 200 K AT,Individual,Automatic,First Owner
Toyota Innova 2.5 VX (Diesel) 8 Seater,Individual,Manual,Second Owner
Hyundai Grand i10 1.2 CRDi Sportz,Individual,Manual,First Owner
Renault Duster 110PS Diesel RxZ,Individual,Manual,First Owner
Toyota Innova 2.5 GX (Diesel) 7 Seater,Individual,Manual,Third Owner
Mahindra Scorpio 2009-2014 SLE 7S BSIII,Individual,Manual,Second Owner
Toyota Corolla H2,Individual,Manual,Third Owner
Maruti Zen Estilo LXI Green (CNG),Individual,Manual,Second Owner
Renault KWID 1.0 RXT Optional,Individual,Manual,First Owner
Renault Duster 85PS Diesel RxL,Individual,Manual,First Owner
BMW 5 Series 520d Luxury Line,Individual,Automatic,First Owner
Toyota Innova 2.5 VX (Diesel) 7 Seater,Individual,Manual,Second Owner
Mahindra TUV 300 T6 Plus,Individual,Manual,First Owner
Maruti Wagon R VXI BS IV,Individual,Manual,First Owner
Hyundai i20 Active 1.4,Individual,Manual,First Owner
Hyundai i20 1.2 Asta,Individual,Manual,Fourth & Above Owner
Mahindra Bolero 2011-2019 ZLX BSIII,Individual,Manual,First Owner
Tata Nexon 1.2 Revotron XZ Plus,Individual,Manual,First Owner
Maruti Swift Dzire VDi,Individual,Manual,First Owner
Ford Figo 1.2P Trend MT,Individual,Manual,First Owner
Maruti Eeco CNG HTR 5-STR,Individual,Manual,First Owner
Maruti Eeco CNG HTR 5-STR,Individual,Manual,First Owner
Toyota Innova 2.5 VX (Diesel) 8 Seater,Individual,Manual,First Owner
Volkswagen Ameo 1.2 MPI Comfortline,Individual,Manual,First Owner
Maruti Swift VDI,Individual,Manual,Third Owner
Volkswagen Vento Diesel Highline,Individual,Manual,Second Owner
Hyundai i20 1.4 CRDi Sportz,Individual,Manual,First Owner
Hyundai Creta 1.6 CRDi SX Option,Individual,Manual,Second Owner
Hyundai Accent Executive CNG,Individual,Manual,Second Owner
Tata Sumo GX,Individual,Manual,Fourth & Above Owner
Hyundai i20 Active 1.4 SX,Individual,Manual,First Owner
Tata Zest Revotron 1.2T XMS,Individual,Manual,First Owner
Volkswagen Polo GT TDI,Individual,Manual,Second Owner
Mahindra Scorpio S7 120,Individual,Manual,First Owner
Ford Figo Diesel Celebration Edition,Individual,Manual,First Owner
Chevrolet Beat LT,Individual,Manual,First Owner
Maruti Zen Estilo LXI BS IV,Individual,Manual,Second Owner
Hyundai i20 Active Base Petrol,Individual,Manual,First Owner
Tata Nano Cx BSIII,Individual,Manual,First Owner
Tata Zest Revotron 1.2T XM,Individual,Manual,First Owner
Hyundai i20 Magna 1.2,Individual,Manual,First Owner
Maruti Wagon R VXI Optional,Individual,Manual,First Owner
Maruti Baleno Delta 1.2,Individual,Manual,First Owner
Mahindra KUV 100 G80 K2,Individual,Manual,First Owner
Hyundai i10 Magna 1.2 iTech SE,Individual,Manual,First Owner
Mahindra Bolero 2011-2019 SLX 2WD BSIII,Individual,Manual,First Owner
Tata Tiago 1.2 Revotron XT,Individual,Manual,First Owner
Nissan Terrano XL D Option,Individual,Manual,First Owner
Mahindra Scorpio 2006-2009 VLX 2WD 7 Str BSIII,Individual,Manual,First Owner
Maruti Swift Dzire Ldi BSIV,Individual,Manual,Second Owner
Hyundai i10 Magna 1.1L,Individual,Manual,Second Owner
Hyundai i10 Magna,Individual,Manual,Second Owner
Tata Safari DICOR 2.2 LX 4x2,Individual,Manual,First Owner
Toyota Corolla AE,Individual,Manual,Second Owner
Maruti Ertiga SHVS ZDI Plus,Individual,Manual,First Owner
Hyundai Santro Asta BSIV,Individual,Manual,First Owner
Maruti Wagon R VXI BS IV,Individual,Manual,Second Owner
Hyundai Verna CRDi SX,Individual,Manual,Second Owner
Maruti Alto LXi,Individual,Manual,Third Owner
Honda Accord VTi-L MT,Individual,Manual,Third Owner
Tata New Safari 3L Dicor LX 4x2,Individual,Manual,Second Owner
Maruti Ciaz ZXi,Individual,Manual,First Owner
Tata Indigo CR4,Individual,Manual,First Owner
Maruti Swift Dzire ZDI Plus,Individual,Manual,First Owner
Tata Sumo EX 10/7 Str BSIII,Individual,Manual,First Owner
Maruti Omni E MPI STD BS IV,Individual,Manual,First Owner
Honda Amaze S i-VTEC,Dealer,Manual,First Owner
Audi Q5 35TDI Premium Plus,Dealer,Automatic,First Owner
Lexus ES 300h,Dealer,Automatic,First Owner
Jaguar XF 2.0 Diesel Portfolio,Dealer,Automatic,First Owner
Jeep Wrangler 2016-2019 3.6 4X4,Individual,Automatic,First Owner
Toyota Camry 2.5 Hybrid,Trustmark Dealer,Automatic,First Owner
Honda Jazz VX,Trustmark Dealer,Manual,First Owner
Toyota Innova 2.5 VX (Diesel) 7 Seater,Trustmark Dealer,Manual,Second Owner
BMW X4 M Sport X xDrive20d,Dealer,Automatic,First Owner
BMW X4 M Sport X xDrive20d,Dealer,Automatic,First Owner
Honda Amaze V CVT Petrol BSIV,Trustmark Dealer,Automatic,First Owner
Volvo V40 D3 R-Design,Dealer,Automatic,First Owner
Mercedes-Benz E-Class Exclusive E 200 BSIV,Dealer,Automatic,First Owner
Land Rover Discovery Sport TD4 SE,Dealer,Automatic,First Owner
Mercedes-Benz S-Class S 350 CDI,Dealer,Automatic,First Owner
BMW 5 Series 520d Sport Line,Dealer,Automatic,First Owner
Hyundai Venue SX Plus Turbo DCT BSIV,Dealer,Automatic,First Owner
Audi A4 35 TDI Premium Plus,Dealer,Automatic,First Owner
Honda CR-V 2.4L 4WD AT AVN,Dealer,Automatic,First Owner
Maruti Swift VXI,Individual,Manual,Second Owner
Tata Tigor 1.2 Revotron XE,Individual,Manual,First Owner
Maruti Esteem LX - BSIII,Individual,Manual,Second Owner
Mahindra XUV500 W4,Individual,Manual,First Owner
Maruti Baleno Delta,Individual,Manual,First Owner
Maruti Ciaz 1.3 Sigma,Individual,Manual,First Owner
Maruti Alto LXi,Individual,Manual,First Owner
Mahindra KUV 100 mFALCON D75 K8,Individual,Manual,First Owner
Toyota Etios GD,Individual,Manual,First Owner
Hyundai Verna 1.6 SX,Individual,Manual,Second Owner
Hyundai i10 Magna,Individual,Manual,First Owner
Volkswagen Polo 1.5 TDI Highline,Individual,Manual,Second Owner
Hyundai i20 2015-2017 Magna 1.4 CRDi,Individual,Manual,Second Owner
Hyundai Santro Xing GL,Individual,Manual,First Owner
Maruti SX4 Green Vxi (CNG),Individual,Manual,Second Owner
Volkswagen Polo GT TDI,Individual,Manual,First Owner
Mahindra Bolero SLX 2WD BSIII,Individual,Manual,Second Owner
Maruti Swift VDI BSIV,Individual,Manual,First Owner
Maruti Swift VDI BSIV,Individual,Manual,First Owner
Volkswagen CrossPolo 1.5 TDI,Individual,Manual,Second Owner
Toyota Fortuner 4x2 AT TRD Sportivo,Individual,Automatic,Second Owner
Maruti Swift Dzire VDi,Individual,Manual,Third Owner
Maruti Swift Dzire ZDI Plus,Individual,Manual,First Owner
Honda Jazz 1.5 V i DTEC,Individual,Manual,First Owner
Chevrolet Beat LS,Individual,Manual,First Owner
Ford Figo Aspire 1.5 TDCi Titanium,Individual,Manual,First Owner
Maruti Wagon R VXI 1.2,Individual,Manual,First Owner
Honda Jazz 1.2 VX i VTEC,Individual,Manual,First Owner
Tata Tiago 1.2 Revotron XZ WO Alloy,Individual,Manual,First Owner
Maruti Swift Dzire VDI,Individual,Manual,First Owner
Hyundai i10 Sportz,Individual,Manual,First Owner
Hyundai EON Magna Plus,Individual,Manual,First Owner
Maruti Swift Dzire VDI,Individual,Manual,First Owner
Maruti Alto LXi,Individual,Manual,First Owner
Hyundai Santro Sportz BSIV,Individual,Manual,First Owner
Tata Safari Storme LX,Individual,Manual,First Owner
Tata Tiago 1.2 Revotron XT,Individual,Manual,First Owner
Mahindra Bolero 2011-2019 SLX,Individual,Manual,Second Owner
Maruti Swift VXI Deca,Individual,Manual,First Owner
Ford EcoSport 1.5 TDCi Ambiente BSIV,Individual,Manual,Fourth & Above Owner
Tata Tiago 1.2 Revotron XM Option,Individual,Manual,First Owner
Chevrolet Beat LT,Individual,Manual,First Owner
Maruti Swift Dzire VXi,Individual,Manual,First Owner
Renault Duster Petrol RXS CVT,Individual,Automatic,First Owner
Maruti Wagon R VXI Minor,Individual,Manual,First Owner
Hyundai Verna 1.6 VTVT S,Individual,Manual,First Owner
Renault KWID 1.0 RXT Optional,Individual,Manual,First Owner
Honda Amaze S Petrol BSIV,Individual,Manual,First Owner
Hyundai i10 Magna 1.1L,Individual,Manual,Second Owner
Toyota Innova Crysta 2.4 ZX MT BSIV,Individual,Manual,First Owner
Honda WR-V i-VTEC VX,Individual,Manual,First Owner
Mahindra XUV500 W6 2WD,Individual,Manual,First Owner
Mahindra Scorpio 2.6 SLX Turbo 7 Seater,Individual,Manual,Third Owner
Hyundai Verna CRDi,Individual,Manual,Fourth & Above Owner
Hyundai i10 Magna 1.1L,Individual,Manual,Fourth & Above Owner
Mahindra XUV500 W9 BSIV,Individual,Manual,First Owner
Maruti Swift VXI BSIII W/ ABS,Individual,Manual,Third Owner
Maruti Alto 800 Base,Individual,Manual,Second Owner
Toyota Innova Crysta 2.4 VX MT BSIV,Individual,Manual,Second Owner
Maruti Omni LPG STD BSIV,Individual,Manual,Second Owner
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Individual,Manual,Third Owner
Honda City i VTEC VX Option,Individual,Manual,First Owner
Maruti Swift VDI BSIV,Individual,Manual,Second Owner
Maruti SX4 VDI,Individual,Manual,Second Owner
Hyundai i20 1.4 CRDi Magna,Individual,Manual,Second Owner
Mahindra Bolero Power Plus SLX,Individual,Manual,First Owner
Maruti Eeco 7 Seater Standard BSIV,Individual,Manual,Second Owner
Tata Indigo CS LS DiCOR,Individual,Manual,Third Owner
Maruti Swift VDI BSIV,Individual,Manual,Third Owner
Hyundai Grand i10 1.2 Kappa Sportz BSIV,Individual,Manual,First Owner
Hyundai i10 Magna,Individual,Manual,First Owner
Mahindra XUV500 W6 2WD,Individual,Manual,Second Owner
Hyundai Xcent 1.1 CRDi S,Individual,Manual,Second Owner
Maruti Swift Dzire AMT ZXI Plus,Individual,Automatic,First Owner
Mahindra Bolero SLX,Individual,Manual,Second Owner
Maruti Alto K10 2010-2014 VXI,Individual,Manual,First Owner
Mahindra Bolero 2011-2019 ZLX,Individual,Manual,First Owner
Maruti Gypsy King ST BSIII,Individual,Manual,First Owner
Datsun RediGO T Option,Individual,Manual,First Owner
Nissan Sunny XL D,Individual,Manual,First Owner
Maruti Alto K10 2010-2014 VXI,Individual,Manual,First Owner
Maruti Vitara Brezza ZXI Plus AT Dual Tone,Individual,Automatic,First Owner
Maruti Celerio LXI,Individual,Manual,First Owner
Tata Indigo LX,Individual,Manual,First Owner
