,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,manufacturer,price_group
5299,Tata Tiago 1.2 Revotron XT,2016,350000,30000,Petrol,Individual,Manual,First Owner,Tata,"200,000 - 400,000"
5300,Mahindra Bolero 2011-2019 SLX,2013,330000,125000,Diesel,Individual,Manual,Second Owner,Mahindra,"200,000 - 400,000"
5301,Maruti Swift VXI Deca,2016,482000,50000,Petrol,Individual,Manual,First Owner,Maruti,"400,000 - 600,000"
5302,Ford EcoSport 1.5 TDCi Ambiente BSIV,2017,625000,40000,Diesel,Individual,Manual,Fourth & Above Owner,Ford,"600,000 - 800,000"
5303,Tata Tiago 1.2 Revotron XM Option,2017,380000,30000,Petrol,Individual,Manual,First Owner,Tata,"200,000 - 400,000"
5304,Chevrolet Beat LT,2016,310000,30000,Petrol,Individual,Manual,First Owner,Chevrolet,"200,000 - 400,000"
5305,Maruti Swift Dzire VXi,2009,280000,35000,Petrol,Individual,Manual,First Owner,Maruti,"200,000 - 400,000"
5306,Renault Duster Petrol RXS CVT,2018,900000,30000,Petrol,Individual,Automatic,First Owner,Renault,"800,000+"
5307,Maruti Wagon R VXI Minor,2010,250000,60000,Petrol,Individual,Manual,First Owner,Maruti,"200,000 - 400,000"
5308,Hyundai Verna 1.6 VTVT S,2017,750000,39000,Petrol,Individual,Manual,First Owner,Hyundai,"600,000 - 800,000"
5309,Renault KWID 1.0 RXT Optional,2019,420000,15000,Petrol,Individual,Manual,First Owner,Renault,"400,000 - 600,000"
5310,Honda Amaze S Petrol BSIV,2019,670000,5000,Petrol,Individual,Manual,First Owner,Honda,"600,000 - 800,000"
5311,Hyundai i10 Magna 1.1L,2016,420000,9750,Petrol,Individual,Manual,Second Owner,Hyundai,"400,000 - 600,000"
5312,Toyota Innova Crysta 2.4 ZX MT BSIV,2016,1800000,110000,Diesel,Individual,Manual,First Owner,Toyota,"800,000+"
5313,Honda WR-V i-VTEC VX,2018,900000,35000,Petrol,Individual,Manual,First Owner,Honda,"800,000+"
5314,Mahindra XUV500 W6 2WD,2015,1200000,10000,Diesel,Individual,Manual,First Owner,Mahindra,"800,000+"
5315,Mahindra Scorpio 2.6 SLX Turbo 7 Seater,2003,195000,157138,Diesel,Individual,Manual,Third Owner,Mahindra,"0 - 200,000"
5316,Hyundai Verna CRDi,2007,185000,120000,Diesel,Individual,Manual,Fourth & Above Owner,Hyundai,"0 - 200,000"
5317,Hyundai i10 Magna 1.1L,2008,185000,110000,Petrol,Individual,Manual,Fourth & Above Owner,Hyundai,"0 - 200,000"
5318,Mahindra XUV500 W9 BSIV,2018,1525000,46000,Diesel,Individual,Manual,First Owner,Mahindra,"800,000+"
5319,Maruti Swift VXI BSIII W/ ABS,2006,215000,102000,Petrol,Individual,Manual,Third Owner,Maruti,"200,000 - 400,000"
5320,Maruti Alto 800 Base,2015,210000,50000,Petrol,Individual,Manual,Second Owner,Maruti,"200,000 - 400,000"
5321,Toyota Innova Crysta 2.4 VX MT BSIV,2016,1700000,110000,Diesel,Individual,Manual,Second Owner,Toyota,"800,000+"
5322,Maruti Omni LPG STD BSIV,1991,55000,120000,Other,Individual,Manual,Second Owner,Maruti,"0 - 200,000"
5323,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2009,530000,285000,Diesel,Individual,Manual,Third Owner,Toyota,"400,000 - 600,000"
5324,Honda City i VTEC VX Option,2015,800000,50000,Petrol,Individual,Manual,First Owner,Honda,"800,000+"
5325,Maruti Swift VDI BSIV,2014,570000,70000,Diesel,Individual,Manual,Second Owner,Maruti,"400,000 - 600,000"
5326,Maruti SX4 VDI,2012,350000,120000,Diesel,Individual,Manual,Second Owner,Maruti,"200,000 - 400,000"
5327,Hyundai i20 1.4 CRDi Magna,2011,350000,93000,Diesel,Individual,Manual,Second Owner,Hyundai,"200,000 - 400,000"
5328,Mahindra Bolero Power Plus SLX,2018,750000,50000,Diesel,Individual,Manual,First Owner,Mahindra,"600,000 - 800,000"
5329,Maruti Eeco 7 Seater Standard BSIV,2011,160000,100000,Petrol,Individual,Manual,Second Owner,Maruti,"0 - 200,000"
5330,Tata Indigo CS LS DiCOR,2010,150000,70000,Diesel,Individual,Manual,Third Owner,Tata,"0 - 200,000"
5331,Maruti Swift VDI BSIV,2008,250000,90000,Diesel,Individual,Manual,Third Owner,Maruti,"200,000 - 400,000"
5332,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2019,562000,5000,Petrol,Individual,Manual,First Owner,Hyundai,"400,000 - 600,000"
5333,Hyundai i10 Magna,2012,290000,27000,Petrol,Individual,Manual,First Owner,Hyundai,"200,000 - 400,000"
5334,Mahindra XUV500 W6 2WD,2014,600000,122000,Diesel,Individual,Manual,Second Owner,Mahindra,"600,000 - 800,000"
5335,Hyundai Xcent 1.1 CRDi S,2015,401000,74000,Diesel,Individual,Manual,Second Owner,Hyundai,"400,000 - 600,000"
5336,Maruti Swift Dzire AMT ZXI Plus,2019,750000,6500,Petrol,Individual,Automatic,First Owner,Maruti,"600,000 - 800,000"
5337,Mahindra Bolero SLX,2007,240000,80000,Diesel,Individual,Manual,Second Owner,Mahindra,"200,000 - 400,000"
5338,Maruti Alto K10 2010-2014 VXI,2012,229999,50000,Petrol,Individual,Manual,First Owner,Maruti,"200,000 - 400,000"
5339,Mahindra Bolero 2011-2019 ZLX,2013,500000,50000,Diesel,Individual,Manual,First Owner,Mahindra,"400,000 - 600,000"
5340,Maruti Gypsy King ST BSIII,2010,350000,80000,Petrol,Individual,Manual,First Owner,Maruti,"200,000 - 400,000"
5341,Datsun RediGO T Option,2018,217000,25000,Petrol,Individual,Manual,First Owner,Datsun,"200,000 - 400,000"
5342,Nissan Sunny XL D,2018,670000,35000,Diesel,Individual,Manual,First Owner,Nissan,"600,000 - 800,000"
5343,Maruti Alto K10 2010-2014 VXI,2011,225000,30000,Petrol,Individual,Manual,First Owner,Maruti,"200,000 - 400,000"
5344,Maruti Vitara Brezza ZXI Plus AT Dual Tone,2020,737000,10000,Petrol,Individual,Automatic,First Owner,Maruti,"600,000 - 800,000"
5345,Maruti Celerio LXI,2014,300000,80000,Petrol,Individual,Manual,First Owner,Maruti,"200,000 - 400,000"
5346,Tata Indigo LX,2008,85000,120000,Diesel,Individual,Manual,First Owner,Tata,"0 - 200,000"
5347,Hyundai Verna Transform VGT CRDi,2010,195000,120000,Diesel,Individual,Manual,Second Owner,Hyundai,"0 - 200,000"
5348,Honda WR-V i-DTEC S,2017,675000,127991,Diesel,Dealer,Manual,First Owner,Honda,"600,000 - 800,000"
5349,Mitsubishi Lancer 2.0 GLd,1999,150000,198000,Diesel,Individual,Manual,Second Owner,Mitsubishi,"0 - 200,000"
5350,Tata Indigo eCS GLX,2010,290000,65000,Petrol,Individual,Manual,First Owner,Tata,"200,000 - 400,000"
5351,Maruti Esteem Lxi,2002,95000,90000,Petrol,Individual,Manual,Third Owner,Maruti,"0 - 200,000"
5352,Maruti Ciaz 1.3 Zeta,2018,889000,20000,Diesel,Individual,Manual,First Owner,Maruti,"800,000+"
5353,Volkswagen Ameo 1.2 MPI Comfortline,2016,400000,60000,Petrol,Individual,Manual,First Owner,Volkswagen,"400,000 - 600,000"
5354,Renault KWID RXT Optional,2018,390000,13120,Petrol,Individual,Manual,First Owner,Renault,"200,000 - 400,000"
5355,Jeep Compass 2.0 Longitude BSIV,2017,1550000,87500,Diesel,Individual,Manual,First Owner,Jeep,"800,000+"
5356,Hyundai Verna 1.6 SX CRDi (O),2014,600000,125000,Diesel,Individual,Manual,First Owner,Hyundai,"600,000 - 800,000"
5357,Hyundai Elite i20 Asta Option CVT BSIV,2018,800000,25000,Petrol,Individual,Automatic,First Owner,Hyundai,"800,000+"
5358,Maruti Ertiga ZDI,2013,600000,120000,Diesel,Individual,Manual,Third Owner,Maruti,"600,000 - 800,000"
5359,Hyundai Verna 1.6 VTVT SX,2015,795000,35000,Petrol,Individual,Manual,First Owner,Hyundai,"600,000 - 800,000"
5360,Hyundai i20 Asta Option 1.4 CRDi,2016,735000,25000,Diesel,Individual,Manual,First Owner,Hyundai,"600,000 - 800,000"
5361,Skoda Octavia L and K 1.9 TDI MT,2005,250000,120000,Diesel,Individual,Manual,Third Owner,Skoda,"200,000 - 400,000"
5362,Renault KWID AMT,2018,400000,25000,Petrol,Individual,Automatic,First Owner,Renault,"400,000 - 600,000"
5363,Mahindra Xylo D2 BSIV,2014,395000,140000,Diesel,Individual,Manual,First Owner,Mahindra,"200,000 - 400,000"
5364,Hyundai Accent CRDi,2005,130000,79000,Diesel,Individual,Manual,Second Owner,Hyundai,"0 - 200,000"
5365,Renault Lodgy 85PS RxE,2015,600000,125000,Diesel,Individual,Manual,First Owner,Renault,"600,000 - 800,000"
5366,Hyundai i20 Active 1.4 SX,2016,720000,80000,Diesel,Individual,Manual,First Owner,Hyundai,"600,000 - 800,000"
5367,Honda City S,2011,450000,110000,Petrol,Individual,Manual,Third Owner,Honda,"400,000 - 600,000"
5368,Hyundai Verna Transform SX VGT CRDi,2010,220000,80000,Diesel,Individual,Manual,Second Owner,Hyundai,"200,000 - 400,000"
5369,Hyundai Verna 1.6 SX,2014,545000,100000,Diesel,Individual,Manual,Second Owner,Hyundai,"400,000 - 600,000"
5370,Volkswagen Vento Diesel Highline,2011,370000,100000,Diesel,Individual,Manual,Second Owner,Volkswagen,"200,000 - 400,000"
5371,Mahindra Bolero LX Non AC BSIII,2010,450000,78000,Diesel,Individual,Manual,First Owner,Mahindra,"400,000 - 600,000"
5372,Hyundai i20 Petrol CVT Asta,2018,750000,15000,Petrol,Individual,Automatic,First Owner,Hyundai,"600,000 - 800,000"
5373,Mahindra Scorpio S10 7 Seater,2015,1100000,70000,Diesel,Individual,Manual,First Owner,Mahindra,"800,000+"
5374,Maruti Baleno Alpha 1.2,2019,711000,5000,Petrol,Individual,Manual,First Owner,Maruti,"600,000 - 800,000"
5375,Maruti Alto K10 VXI,2016,285000,75000,Petrol,Individual,Manual,First Owner,Maruti,"200,000 - 400,000"
5376,Maruti Baleno Alpha,2020,749000,5500,Petrol,Individual,Manual,First Owner,Maruti,"600,000 - 800,000"
5377,Renault Duster 110PS Diesel RxL,2016,550000,80000,Diesel,Individual,Manual,Second Owner,Renault,"400,000 - 600,000"
5378,Maruti Swift Dzire VDi,2010,300000,120000,Diesel,Individual,Manual,Second Owner,Maruti,"200,000 - 400,000"
5379,Maruti Baleno Sigma 1.3,2017,625000,70000,Diesel,Individual,Manual,First Owner,Maruti,"600,000 - 800,000"
5380,Hyundai i20 Active 1.2 SX,2017,650000,80000,Petrol,Individual,Manual,Second Owner,Hyundai,"600,000 - 800,000"
5381,Hyundai Verna 1.6 SX CRDi (O),2014,575000,120000,Diesel,Individual,Manual,Third Owner,Hyundai,"400,000 - 600,000"
5382,Maruti Swift Dzire VDI,2016,631000,75000,Diesel,Individual,Manual,Second Owner,Maruti,"600,000 - 800,000"
5383,Hyundai Verna Transform VGT CRDi,2010,220000,80000,Diesel,Individual,Manual,Second Owner,Hyundai,"200,000 - 400,000"
5384,Tata Tigor 1.2 Revotron XZ Option,2017,600000,40000,Petrol,Individual,Manual,Second Owner,Tata,"600,000 - 800,000"
5385,Mahindra Jeep CL 500 MDI,1997,160000,100000,Diesel,Individual,Manual,Fourth & Above Owner,Mahindra,"0 - 200,000"
5386,Ford Fiesta Diesel Style,2012,390000,120000,Diesel,Individual,Manual,First Owner,Ford,"200,000 - 400,000"
5387,Mahindra Scorpio 2.6 Turbo 7 Str,2007,375000,110000,Diesel,Individual,Manual,Fourth & Above Owner,Mahindra,"200,000 - 400,000"
5388,Hyundai i20 Asta 1.4 CRDi (Diesel),2010,340000,110000,Diesel,Individual,Manual,First Owner,Hyundai,"200,000 - 400,000"
5389,Tata Tiago 2019-2020 XZ Plus Diesel,2019,670000,2000,Diesel,Individual,Manual,First Owner,Tata,"600,000 - 800,000"
5390,Maruti Swift Dzire VDI,2014,530000,80000,Diesel,Individual,Manual,Second Owner,Maruti,"400,000 - 600,000"
5391,Maruti Alto K10 VXI AGS,2015,350000,38000,Petrol,Individual,Automatic,Second Owner,Maruti,"200,000 - 400,000"
5392,Maruti Celerio ZXI Optional,2014,415000,46000,Petrol,Dealer,Manual,First Owner,Maruti,"400,000 - 600,000"
5393,Maruti Ertiga 1.5 ZDI,2014,700000,102000,Diesel,Dealer,Manual,First Owner,Maruti,"600,000 - 800,000"
5394,BMW X1 sDrive20d M Sport,2012,925000,96000,Diesel,Dealer,Automatic,Second Owner,BMW,"800,000+"
5395,Renault KWID 1.0 RXT AMT Opt,2017,375000,20000,Petrol,Dealer,Automatic,First Owner,Renault,"200,000 - 400,000"
5396,Maruti Swift Dzire VXI,2015,575000,16000,Petrol,Dealer,Manual,First Owner,Maruti,"400,000 - 600,000"
5397,Hyundai i20 1.2 Sportz,2013,425000,23000,Petrol,Dealer,Manual,First Owner,Hyundai,"400,000 - 600,000"
5398,Ford Figo 1.2P Ambiente MT,2011,245000,25000,Petrol,Dealer,Manual,First Owner,Ford,"200,000 - 400,000"
5399,Hyundai Verna SX Opt,2015,540000,35000,Petrol,Dealer,Manual,Second Owner,Hyundai,"400,000 - 600,000"
5400,Mercedes-Benz New C-Class C 250 CDI Elegance,2011,1000000,90000,Diesel,Dealer,Automatic,First Owner,Mercedes-Benz,"800,000+"
5401,Hyundai i10 Sportz 1.2,2013,291000,37000,Petrol,Dealer,Manual,First Owner,Hyundai,"200,000 - 400,000"
5402,Maruti Baleno Delta 1.2,2017,600000,34000,Petrol,Dealer,Manual,Second Owner,Maruti,"600,000 - 800,000"
5403,Hyundai Verna SX,2012,355000,60000,Petrol,Dealer,Manual,First Owner,Hyundai,"200,000 - 400,000"
5404,Hyundai i10 Magna,2010,225000,50000,Petrol,Dealer,Manual,First Owner,Hyundai,"200,000 - 400,000"
5405,Chevrolet Enjoy 1.4 LTZ 7,2013,350000,37000,Petrol,Dealer,Manual,First Owner,Chevrolet,"200,000 - 400,000"
5406,Maruti Alto 800 LXI,2012,200000,38000,Petrol,Dealer,Manual,Second Owner,Maruti,"200,000 - 400,000"
5407,Ford Figo Aspire Facelift,2017,600000,40000,Diesel,Individual,Manual,First Owner,Ford,"600,000 - 800,000"
5408,Hyundai Verna SX Opt,2012,434999,57000,Petrol,Dealer,Manual,First Owner,Hyundai,"400,000 - 600,000"
5409,Hyundai i20 1.2 Sportz,2014,440000,62200,Petrol,Dealer,Manual,First Owner,Hyundai,"400,000 - 600,000"
5410,Maruti Ritz VDi,2013,390000,77000,Diesel,Dealer,Manual,First Owner,Maruti,"200,000 - 400,000"
5411,Maruti 800 Std,1997,50000,110000,Petrol,Individual,Manual,Second Owner,Maruti,"0 - 200,000"
5412,Maruti Swift Dzire 1.2 Vxi BSIV,2012,450000,30000,Petrol,Individual,Manual,First Owner,Maruti,"400,000 - 600,000"
5413,Maruti Alto LXi BSIII,2009,125000,60000,Petrol,Individual,Manual,Third Owner,Maruti,"0 - 200,000"
5414,Mahindra Scorpio S4 9 Seater,2014,999000,25000,Diesel,Individual,Manual,First Owner,Mahindra,"800,000+"
5415,Tata Sumo EX TC,2005,225000,188000,Diesel,Individual,Manual,First Owner,Tata,"200,000 - 400,000"
5416,Maruti Alto STD,2010,85000,150000,Petrol,Individual,Manual,Third Owner,Maruti,"0 - 200,000"
5417,Hyundai EON Sportz,2012,150000,40000,Petrol,Individual,Manual,First Owner,Hyundai,"0 - 200,000"
5418,Renault Duster Adventure Edition,2014,500000,120000,Diesel,Individual,Manual,First Owner,Renault,"400,000 - 600,000"
5419,Hyundai i10 Sportz Option,2011,220000,70000,Petrol,Individual,Manual,Third Owner,Hyundai,"200,000 - 400,000"
5420,Mahindra Scorpio S4 9 Seater,2014,999000,25000,Diesel,Individual,Manual,First Owner,Mahindra,"800,000+"
5421,Hyundai Creta 1.4 CRDi Base,2017,957000,60000,Diesel,Individual,Manual,First Owner,Hyundai,"800,000+"
5422,Toyota Innova 2.5 G4 Diesel 7-seater,2006,1050000,250000,Diesel,Individual,Manual,First Owner,Toyota,"800,000+"
5423,Datsun RediGO 1.0 S,2018,320000,35000,Petrol,Individual,Manual,First Owner,Datsun,"200,000 - 400,000"
5424,Maruti Alto K10 VXI,2016,300000,15000,Petrol,Individual,Manual,First Owner,Maruti,"200,000 - 400,000"
5425,Maruti Swift VDi BSIII W/ ABS,2010,270000,98000,Diesel,Individual,Manual,First Owner,Maruti,"200,000 - 400,000"
5426,Hyundai Accent Executive,2011,170000,62000,Petrol,Individual,Manual,Third Owner,Hyundai,"0 - 200,000"
5427,Chevrolet Cruze LTZ,2010,270000,90000,Diesel,Individual,Manual,Second Owner,Chevrolet,"200,000 - 400,000"
5428,Chevrolet Beat LS,2013,140000,110000,Petrol,Individual,Manual,Second Owner,Chevrolet,"0 - 200,000"
5429,Hyundai i10 Magna,2010,170000,90000,Petrol,Individual,Manual,Third Owner,Hyundai,"0 - 200,000"
5430,Mahindra Marazzo M8,2019,1450000,10000,Diesel,Individual,Manual,First Owner,Mahindra,"800,000+"
5431,Mahindra XUV300 W8 Option Diesel BSIV,2019,1200000,25000,Diesel,Individual,Manual,First Owner,Mahindra,"800,000+"
5432,Hyundai Elite i20 Sportz Plus Diesel,2019,834000,13000,Diesel,Individual,Manual,First Owner,Hyundai,"800,000+"
5433,Tata Tiago 1.05 Revotorq XT,2017,450000,80000,Diesel,Individual,Manual,First Owner,Tata,"400,000 - 600,000"
5434,Volkswagen Polo 1.5 TDI Comfortline,2014,575000,40000,Diesel,Individual,Manual,Third Owner,Volkswagen,"400,000 - 600,000"
5435,Maruti Swift Dzire ZDI Plus,2019,900000,20000,Diesel,Individual,Manual,First Owner,Maruti,"800,000+"
5436,Maruti 800 AC LPG,2008,149000,87540,Other,Individual,Manual,Third Owner,Maruti,"0 - 200,000"
5437,Chevrolet Spark 1.0 PS LPG,2007,100000,84000,Other,Individual,Manual,Third Owner,Chevrolet,"0 - 200,000"
5438,Skoda Fabia 1.2L Diesel Elegance,2011,325000,160000,Diesel,Individual,Manual,Third Owner,Skoda,"200,000 - 400,000"
5439,Volkswagen Vento Diesel Comfortline,2012,400000,100000,Diesel,Individual,Manual,Second Owner,Volkswagen,"400,000 - 600,000"
5440,Hyundai EON 1.0 Era Plus,2017,250000,35000,Petrol,Individual,Manual,Second Owner,Hyundai,"200,000 - 400,000"
5441,Chevrolet Optra Magnum 1.6 LT Petrol,2010,225000,60000,Petrol,Individual,Manual,Second Owner,Chevrolet,"200,000 - 400,000"
5442,Ford Fiesta Classic 1.4 Duratorq LXI,2012,300000,70000,Diesel,Individual,Manual,First Owner,Ford,"200,000 - 400,000"
5443,Fiat Avventura Power Up 1.3 Emotion,2015,459999,60000,Diesel,Individual,Manual,Second Owner,Fiat,"400,000 - 600,000"
5444,Ford EcoSport 1.5 TDCi Titanium Plus BSIV,2016,825000,35000,Diesel,Individual,Manual,Second Owner,Ford,"800,000+"
5445,Tata Indica Vista Aqua 1.3 Quadrajet BSIV,2012,150000,231438,Diesel,Individual,Manual,Second Owner,Tata,"0 - 200,000"
5446,Maruti Baleno Alpha 1.3,2016,710000,71000,Diesel,Individual,Manual,First Owner,Maruti,"600,000 - 800,000"
5447,Maruti Swift 1.3 ZXI,2008,200000,90000,Petrol,Individual,Manual,First Owner,Maruti,"200,000 - 400,000"
5448,Maruti Ritz VDi,2016,425000,70000,Diesel,Individual,Manual,First Owner,Maruti,"400,000 - 600,000"
5449,Maruti 800 Std,2007,45000,80000,Petrol,Individual,Manual,First Owner,Maruti,"0 - 200,000"
5450,Mahindra Bolero SLX 2WD BSIII,2011,380000,239451,Diesel,Individual,Manual,Second Owner,Mahindra,"200,000 - 400,000"
5451,Mahindra Marshal DI,2000,150000,50000,Diesel,Individual,Manual,First Owner,Mahindra,"0 - 200,000"
5452,Maruti Ritz VDi,2009,240000,90000,Diesel,Individual,Manual,First Owner,Maruti,"200,000 - 400,000"
5453,Hyundai Creta 1.6 CRDi SX,2016,1150000,154000,Diesel,Individual,Manual,First Owner,Hyundai,"800,000+"
5454,Renault Duster 110PS Diesel RxZ Plus,2013,520000,109000,Diesel,Individual,Manual,Second Owner,Renault,"400,000 - 600,000"
5455,Maruti Swift Dzire VDI,2016,675000,120000,Diesel,Individual,Manual,Second Owner,Maruti,"600,000 - 800,000"
5456,Tata Indica DLS,2006,170000,77000,Diesel,Individual,Manual,First Owner,Tata,"0 - 200,000"
5457,Maruti Wagon R LXI CNG,2012,297000,100000,Other,Individual,Manual,Third Owner,Maruti,"200,000 - 400,000"
5458,Tata New Safari DICOR 2.2 LX 4x2,2009,250000,110000,Diesel,Individual,Manual,First Owner,Tata,"200,000 - 400,000"
5459,Hyundai Accent CRDi,2005,200000,200000,Diesel,Individual,Manual,Second Owner,Hyundai,"200,000 - 400,000"
5460,Maruti Swift VDI BSIV,2008,225000,120000,Diesel,Individual,Manual,Fourth & Above Owner,Maruti,"200,000 - 400,000"
5461,Maruti Wagon R Stingray VXI,2016,380000,39000,Petrol,Individual,Manual,Third Owner,Maruti,"200,000 - 400,000"
5462,Maruti 800 AC,2005,40000,96000,Petrol,Individual,Manual,Fourth & Above Owner,Maruti,"0 - 200,000"
5463,Volkswagen Vento Konekt Diesel Highline,2014,575000,90000,Diesel,Individual,Manual,First Owner,Volkswagen,"400,000 - 600,000"
5464,Maruti Swift Vdi BSIII,2010,300000,135000,Diesel,Individual,Manual,Second Owner,Maruti,"200,000 - 400,000"
5465,Tata Tiago 1.05 Revotorq XE,2018,450000,90000,Diesel,Individual,Manual,First Owner,Tata,"400,000 - 600,000"
5466,Maruti 800 Std MPFi,2003,45000,90000,Petrol,Individual,Manual,Fourth & Above Owner,Maruti,"0 - 200,000"
5467,Toyota Innova 2.5 VX (Diesel) 7 Seater BS IV,2010,950000,426000,Diesel,Individual,Manual,First Owner,Toyota,"800,000+"
5468,Maruti Swift Dzire VDI,2017,745000,35000,Diesel,Individual,Manual,First Owner,Maruti,"600,000 - 800,000"
5469,Hyundai Xcent 1.1 CRDi S,2016,509999,120000,Diesel,Individual,Manual,First Owner,Hyundai,"400,000 - 600,000"
5470,Hyundai i10 Magna,2009,142000,110000,Petrol,Individual,Manual,First Owner,Hyundai,"0 - 200,000"
5471,Maruti A-Star Vxi,2009,185000,50000,Petrol,Individual,Manual,First Owner,Maruti,"0 - 200,000"
5472,Fiat Linea Emotion (Diesel),2012,300000,77000,Diesel,Individual,Manual,First Owner,Fiat,"200,000 - 400,000"
5473,Honda City 2017-2020 GXi,2007,210000,120000,Petrol,Individual,Manual,Second Owner,Honda,"200,000 - 400,000"
5474,Hyundai Verna Xi (Petrol),2008,260000,120000,Petrol,Individual,Manual,Second Owner,Hyundai,"200,000 - 400,000"
5475,Maruti Swift Dzire LDI,2013,430000,190000,Diesel,Individual,Manual,Second Owner,Maruti,"400,000 - 600,000"
5476,Mahindra Scorpio SLE BSIII,2013,600000,110000,Diesel,Individual,Manual,Second Owner,Mahindra,"600,000 - 800,000"
5477,Ford Figo Petrol EXI,2010,400000,30000,Petrol,Individual,Manual,First Owner,Ford,"400,000 - 600,000"
5478,Hyundai Verna 1.4 CRDi,2012,400000,182000,Diesel,Individual,Manual,Second Owner,Hyundai,"400,000 - 600,000"
5479,Maruti Swift Dzire VDI,2017,669000,60000,Diesel,Individual,Manual,First Owner,Maruti,"600,000 - 800,000"
5480,Hyundai Xcent 1.2 VTVT S,2019,509999,40000,Petrol,Individual,Manual,First Owner,Hyundai,"400,000 - 600,000"
5481,Hyundai i20 Asta Option 1.4 CRDi,2016,616000,112000,Diesel,Individual,Manual,First Owner,Hyundai,"600,000 - 800,000"
5482,Mahindra Scorpio SLE BSIII,2013,530000,80000,Diesel,Individual,Manual,Second Owner,Mahindra,"400,000 - 600,000"
5483,Hyundai Verna CRDi SX,2010,190000,90000,Diesel,Individual,Manual,Second Owner,Hyundai,"0 - 200,000"
5484,Honda City i DTEC VX,2015,700000,140000,Diesel,Individual,Manual,Second Owner,Honda,"600,000 - 800,000"
5485,Tata Sumo MKII CX BS IV,2012,250000,188000,Diesel,Individual,Manual,Second Owner,Tata,"200,000 - 400,000"
